Time(Iteration),CLUB,SCLUB,LinUCB
0,4.9384702139,5.0674243625,4.12677620273
10,54.3231723529,22.2135110914,10.9333941439
20,90.2092755516,25.6923089028,11.6094927552
30,122.377116384,29.7184381836,11.8676859431
40,153.446720844,31.291935035,12.0444194183
50,178.557858542,33.7439322008,12.1875902253
60,188.388570846,36.765308652,12.2917797012
70,198.196291655,38.3930047391,13.2167127019
80,206.538681323,39.7352335688,13.434333153
90,213.452672785,41.8971902405,13.5357655733
100,220.361245585,42.3049546151,13.6680058923
110,227.78969134,42.7614869561,13.7721953682
120,234.725357455,43.2234379601,13.788451357
130,241.661023569,43.7964577279,13.843688677
140,248.596689684,44.2584087319,13.8599446658
150,255.532355799,44.7203597359,13.9151819857
160,262.468021913,45.1823107399,13.9667957491
170,269.595277886,45.6442617439,14.1528712213
180,276.792392997,48.6136700414,14.2108655968
190,283.728059111,51.679216555,14.2552655908
