Time(Iteration),CLUB,SCLUB,LinUCB
0,1.6687586766,2.36386313679,2.36386313679
10,23.8737286848,22.606608844,12.2431834157
20,44.2748227786,35.6545927284,13.9331960771
30,63.2428456832,46.1879394251,14.5401583687
40,73.8862723347,56.5540490748,14.9782013039
50,80.4837578882,65.000311144,15.1969816187
60,86.911906861,72.5808854545,15.4235051174
70,93.2800089353,79.0119769373,15.6143608693
80,100.892467899,84.2687303643,15.7891106808
90,106.100547434,88.0626358769,15.9442399776
100,111.193344947,90.1255892277,16.0013742705
110,115.606569426,92.6869293593,16.1414755853
120,119.728598025,95.7499980678,16.1896264853
130,122.423378999,98.4025735457,16.2576299428
140,124.786766833,100.634761604,16.3071157473
150,127.050521062,103.039418082,16.3830049269
160,130.264849187,105.121306379,16.4448725325
170,132.831632629,107.499943945,16.5149630348
180,135.293631164,109.979168296,16.6147658937
190,137.688935521,112.259855413,16.6765835923
