Time(Iteration),CLUB,LinUCB
0,0.786332139351,0.786332139351
10,7.54587586156,5.17170601122
20,9.5618033369,5.85922405104
30,10.8155884787,6.25686564953
40,11.543368441,6.47454595824
50,12.1504357545,6.66300123897
60,12.77880596,6.7500114309
70,13.3118935961,6.89477481548
80,13.6602504459,7.00107268566
90,14.1077908588,7.08691388269
100,14.3165189358,7.14031102738
110,14.5003526948,7.20062903769
120,14.6981087431,7.23681491484
130,14.9572852015,7.28635250793
140,15.1946702675,7.3332294737
150,15.346463378,7.35010820603
160,15.4575099148,7.37186363969
170,15.5802750426,7.38860895281
180,15.6597484792,7.42436296168
190,15.7789179997,7.47312068499
200,15.8906435235,7.51257254778
210,15.9892550398,7.5289394943
220,16.1008500422,7.5387920115
230,16.1849386825,7.56738735633
240,16.2200726045,7.5801639095
250,16.2978829684,7.58803354636
260,16.3630977218,7.60432213969
270,16.3967877893,7.6142942076
280,16.474619502,7.64001059996
290,16.4969734849,7.64936277024
300,16.5954518547,7.67546794767
310,16.6514617204,7.68781735081
320,16.6815347532,7.70347473352
330,16.7339597009,7.73095511815
340,16.7879216201,7.75884252895
350,16.8297661179,7.77484956108
360,16.8399615841,7.77993723402
370,16.9029752814,7.80701876186
380,16.9514765298,7.83582756239
390,17.0064446433,7.87899092871
400,17.0547670448,7.89225708113
410,17.0741797056,7.91014730503
420,17.1222660344,7.91563071694
430,17.1532265555,7.92322647836
440,17.2344767343,7.93925082967
450,17.264649747,7.94488449994
460,17.2966384747,7.9640711422
470,17.3429783559,7.98796851165
480,17.348034707,7.99302486271
490,17.4116927097,8.00579023681
