Time(Iteration),CLUB,SCLUB,LinUCB
0,35.8778204996,47.3919563198,49.8955830038
10,468.258835254,444.071926106,331.779080912
20,880.451750275,764.545261135,496.648309444
30,1200.62883421,1019.59549333,606.657638279
40,1469.32934814,1237.2051279,683.254018499
50,1697.54870994,1439.80950966,742.228483181
60,1881.54981536,1614.81802824,787.541440219
70,2054.63319082,1763.3317357,823.480243118
80,2206.67860119,1900.74237444,856.306460914
90,2344.01367826,2018.64682078,885.838426813
100,2479.47337415,2131.35376363,913.210412374
110,2595.16855163,2242.75439437,934.583231941
120,2705.40294129,2345.1678625,954.381092466
130,2800.37822316,2443.97295579,972.766859121
140,2894.75768133,2536.17920559,990.249411285
150,2987.64544698,2625.34232528,1003.9458012
160,3082.78024338,2706.32563024,1017.632533
170,3169.90275859,2782.26078111,1031.51490014
180,3255.43712299,2861.67142039,1043.27070164
190,3332.6390472,2935.94401029,1055.01560929
