Time(Iteration),CLUB,LinUCB
0,1.22191541817,1.69166929782
10,18.8606390137,6.48703581906
20,33.8294276913,6.85561412268
30,50.7712616241,7.00915896729
40,65.4041057396,7.17130015601
Time(Iteration),CLUB,LinUCB
