Time(Iteration),CLUB,SCLUB,LinUCB
0,0.109487595464,0.109487595464,0.109487595464
10,2.09288291832,2.4367734467,3.92560581708
20,3.71829302554,4.11557448692,6.03709275242
30,5.53974672887,6.18074598768,10.5253903956
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0365602515485,0.0365602515485,0.0365602515485
10,1.71450463521,1.59626016206,3.4148508582
20,3.88315537779,3.39187550028,6.01204742084
30,5.07070166982,4.75601584366,7.82931616877
40,7.83949170613,7.64201312882,10.6254235046
50,9.251662195,9.47194125699,12.7524405093
