Time(Iteration),CLUB,SCLUB,LinUCB
0,3.71168700424,3.88840264811,3.67240914399
10,45.0429884793,28.6730203285,9.57766373499
20,72.6398932008,45.2644387492,11.263329866
30,96.4059585643,58.1779490109,11.554471883
40,113.442234199,68.2954014464,11.5685924331
50,128.249694519,75.9506469415,11.6197177198
60,135.727086175,82.9222235617,11.6290479675
70,142.258612967,90.6076160839,11.6459215979
80,144.887480044,95.1870243805,11.682258948
90,148.087742856,99.0039431662,11.7170363223
100,151.353233825,102.75551224,11.7488124258
110,153.141369505,106.486496146,11.7900352307
120,154.605281719,107.85782638,11.8008045561
130,155.488863513,108.371841555,11.8459572058
140,155.677943466,108.584929101,11.8644776267
150,155.849846075,108.77138904,11.9771999362
160,156.008339673,108.928793251,11.9782893234
170,156.387072669,109.395554952,11.9798585616
180,156.443197408,109.483659372,12.0011639821
190,156.678234044,109.516923956,12.0011639821
