Time(Iteration),CLUB,SCLUB,LinUCB
0,6.16974742677,5.94878162476,5.20834315791
10,52.5852633768,18.8689114266,10.8924283287
20,93.6489553237,25.6717147683,11.5763328884
30,112.142567712,28.9618665458,11.8869867334
40,118.794976197,33.8612981804,12.4282102993
50,125.515467312,38.7387543425,12.5786754059
60,130.440893151,42.0926714361,12.6113103737
70,134.730334567,43.4479412389,12.7259583396
80,141.09791296,45.2652842267,12.7688658414
90,150.876401512,49.8088200273,12.7945423032
100,155.917884537,53.9750350718,12.8076624293
110,160.350515923,56.2833521339,12.8848149972
120,163.25977314,59.0309636862,12.915171822
130,165.922150694,61.6121920388,12.9969735677
140,168.908254302,64.4045869139,13.0033095674
150,172.092078638,66.5656108297,13.0379596529
160,172.920539431,66.9936520692,13.1353195208
170,174.91109523,67.4900649489,13.1736000278
180,176.59587414,68.392123713,13.1784670875
190,178.555898217,70.2001711057,13.2279928083
