Time(Iteration),CLUB,SCLUB,LinUCB
0,3.36401028697,1.47876239685,1.47876239685
0,10,50,0.0
10,36.647925275,16.3090147511,7.2398990628
10,110,550,0.0
20,70.5146593598,25.0398023319,7.49839202439
20,210,1050,0.0
30,94.8196758761,33.7412494603,7.66141051319
30,310,1550,0.0
40,113.106147578,41.8436876538,7.6831855771
40,410,2050,0.0
50,126.440200746,50.665291026,7.78963702918
50,510,2550,0.0
60,138.358755601,57.4179803457,7.87267195101
60,610,3050,0.0
70,147.62341907,63.044287182,7.91171465975
70,710,3550,0.0
80,157.390478116,68.581781043,7.91662275987
80,810,4050,0.0
90,169.373408375,74.6441648439,7.92844964917
90,910,4550,0.0
