Time(Iteration),CLUB,LinUCB
0,3.95035128948,3.91263839799
10,43.2205438571,8.87868376837
20,81.6750914555,9.08684707523
30,103.190550609,9.51494530323
40,124.875893797,9.77197632776
50,142.888578158,9.7818347548
60,150.807528815,9.8183782061
70,155.453114231,9.85603942343
80,159.262509921,9.8609226866
90,163.237652593,9.87020844022
100,167.764261067,10.4161658174
110,170.959963592,10.7783541177
120,173.510677707,10.8001188592
130,176.533500606,10.8001188592
140,177.645954302,10.8207631961
150,178.746185548,10.8632423574
160,180.458964276,10.873596173
170,181.985862705,10.9611341375
180,183.681735266,10.9991177124
190,184.971024996,11.0268866412
200,185.731349534,11.0833881541
210,185.88970056,11.1824547665
220,186.02279705,11.2045072663
230,186.479325556,11.2319221047
240,186.80771079,11.2478344377
250,187.070376275,11.2694715977
260,187.309201878,11.2793066077
270,187.508440281,11.2919818932
280,187.793669999,11.3097024146
290,188.156480197,11.4881694102
300,188.457017075,11.4926182748
310,188.946513088,11.4969445171
320,189.478695606,11.4993125386
330,189.815968283,11.5070495573
340,189.987033386,11.5111873576
350,190.513064713,11.5120123534
360,190.983247047,11.5224364382
370,191.488794324,11.5391593486
380,192.041895023,11.5594040459
390,192.588934898,11.6059368358
400,192.896716882,11.6666251865
410,193.196272057,11.6666251865
420,193.27692797,11.6712424366
430,193.498306486,11.6806837332
440,193.69310619,11.683432468
450,194.019418905,11.6904482095
460,194.302384289,11.6920125364
470,194.658846551,11.6947612711
480,194.751708876,11.7286337343
490,194.97335588,11.7286337343
500,195.153289745,11.7301495003
510,195.472154019,11.7309744961
520,195.612036718,11.7336810856
530,195.823097663,11.7355234502
540,196.006982583,11.7372137074
550,196.125429235,11.7463990176
560,196.396887143,11.7479147837
570,196.627335889,11.7610972876
580,196.851810482,11.7689508322
590,197.229938455,11.786323335
600,197.314298292,11.786323335
610,197.510911199,11.7955086453
620,197.663600445,11.8051294315
630,197.939456537,11.8051294315
640,198.086794136,11.8680911961
650,198.201309142,11.8779476773
660,198.494836924,11.8779476773
670,198.76844086,11.8829104733
680,198.914297604,11.8930908727
690,199.007357966,11.8930908727
700,199.314479243,11.9183036103
710,199.430835466,11.9198272137
720,199.750449198,11.9294479999
730,199.851557663,11.9308210821
740,199.92088405,11.9308210821
750,200.128121597,11.9330743407
760,200.318673299,11.9330743407
770,200.483210174,11.9509522181
780,200.551268271,11.9834589305
790,200.598134747,11.9873950522
800,200.727226048,11.9873950522
810,200.795349244,11.9990545193
820,200.996376426,12.0014225409
830,201.050088801,12.0433047951
840,201.115805768,12.0460716576
850,201.203216792,12.0496079718
860,201.216264159,12.0531442861
870,201.311208598,12.0556441423
880,201.481314589,12.0658245417
890,201.602931392,12.0680778003
900,201.651241897,12.0680778003
910,201.759248236,12.0680778003
920,201.784514337,12.0760563804
930,201.793871967,12.0760563804
940,201.954700686,12.0821902955
950,201.984646848,12.0821902955
960,202.193777862,12.0824569467
970,202.241828377,12.0829833361
980,202.335316677,12.0829833361
990,202.671455917,12.0829833361
Time(Iteration),CLUB,LinUCB
0,3.04145670127,2.89800250563
