Time(Iteration),CLUB,LinUCB
Time(Iteration),CLUB,LinUCB
0,5.64776137415,3.47640503231
10,42.9237290802,10.0771016588
20,73.3381514294,10.2175025478
30,84.4517627181,10.2238600343
40,93.9720262958,10.7380755151
50,103.260886609,10.8020406036
60,108.091993823,10.8788733876
70,109.827345698,10.9522177799
80,111.362392025,10.990969565
90,112.73704324,11.026079831
100,114.459491288,11.1139758669
110,115.436347964,11.2071731643
120,117.89253932,11.2414594716
130,120.695397469,11.309918281
140,123.297378115,11.3486283157
150,123.505407626,11.453177425
160,123.691906937,11.4780357689
170,123.886998104,11.4923819727
180,123.955573763,11.4923819727
190,124.015552099,11.5642166004
200,124.568334649,11.5803917765
210,124.625168806,11.9745779445
220,124.846613909,11.9745779445
230,125.074323948,11.9969080727
240,125.119900212,12.0728901354
250,125.158605709,12.0811554868
260,125.269499431,12.1226110434
270,125.710018036,12.5786961953
280,125.886363397,12.6265779459
290,125.933365037,12.6265779459
300,126.101604535,12.6265779459
310,126.239627049,12.656247828
320,126.580101416,12.7442000281
330,126.637533106,12.7681411654
340,126.817581222,12.9518428222
350,126.827098684,12.9518428222
360,126.968383284,13.0247238005
370,127.004618461,13.0247238005
380,127.200155542,13.0275990323
390,127.301891551,13.0619753674
400,127.37653925,13.0752245739
410,127.508486234,13.1067100814
420,127.602558803,13.1103172198
430,127.612734893,13.1261921442
440,127.711867406,13.1261921442
450,127.753391031,13.1456364907
460,127.826531359,13.1929209656
470,127.936921581,13.1929209656
480,128.011575368,13.2248406004
490,128.086768727,13.2484802319
500,128.094319997,13.2511561496
510,128.109932394,13.2618382138
520,128.12164195,13.2777635066
530,128.195138858,13.2807336028
540,128.235892799,13.2807336028
550,128.298573419,13.2904722766
560,128.371657189,13.3295223795
570,128.424988769,13.3443678105
580,128.500211097,13.3835124269
590,128.507616085,13.3886600155
600,128.553900254,13.3990522162
610,128.557393067,13.3994944288
620,128.60768192,13.3994944288
630,128.652143278,13.401593722
640,128.678728344,13.4122757861
650,128.768495008,13.4160815574
660,128.912289343,13.4160815574
670,128.990235398,13.4171948757
680,129.055226727,13.4280900825
690,129.13839394,13.4323058197
700,129.255548274,13.4374534082
710,129.298538235,13.4386712552
720,129.356519485,13.4438188438
730,129.3760189,13.4463914131
740,129.378600938,13.4519817759
750,129.392759608,13.467816542
760,129.412593468,13.489780759
770,129.413383727,13.489780759
780,129.513852185,13.4986483439
790,129.53019986,13.5105482551
800,129.676489531,13.5240278454
810,129.760498985,13.5252456925
820,129.760498985,13.5607064627
830,129.857890971,13.5610284232
840,129.861784736,13.718223049
850,129.872573718,13.7237464793
860,129.872573718,13.7237464793
870,129.882858007,13.7237464793
880,129.883971325,13.7250591117
890,129.930845276,13.7340232761
900,129.933427313,13.7340232761
910,129.944327913,13.7340232761
920,129.949851343,13.7395467064
930,130.04613347,13.744461736
940,130.081865622,13.744461736
950,130.104084532,13.7465920926
960,130.109014865,13.7465920926
970,130.128848725,13.7465920926
980,130.128848725,13.7465920926
990,130.145617676,13.7480688744
