Time(Iteration),CLUB,LinUCB
0,0.48656872624,0.48656872624
10,2.00102648983,2.69296914385
20,3.97053279663,5.13664198526
30,6.33978927779,7.56775472661
40,9.37853839005,11.5653666573
50,11.2520979097,14.0507361147
60,14.4709258384,16.9330501888
70,17.6308194705,19.709685081
80,20.0724850203,22.9497103228
90,23.357817131,24.7894781348
Time(Iteration),CLUB,LinUCB
0,0.216805402147,0.216805402147
10,2.97694719111,2.30145731582
20,6.58425710698,5.90836575572
30,10.4046747161,8.37798398847
40,14.9965463638,12.1281777531
50,20.2860484396,14.299827988
60,25.0037821687,18.0612654551
70,28.7262897449,20.5778593267
80,32.3336876472,23.0486353063
90,36.4661550118,25.3806923482
