0,0.180589820226,0.180589820226
10,2.34180745834,2.357730305
20,4.21779034956,3.5645271873
30,6.19645795606,5.3378216421
40,7.43864590134,7.40585777466
50,9.20911917128,9.23150414577
60,10.6514007489,10.1672092149
70,12.0075161226,11.3176239956
80,13.37466496,12.1259224868
90,15.3056729649,13.1468961192
100,16.9339340482,14.4933363379
110,19.2218582771,15.9798117667
120,21.0055982402,17.7910636279
130,22.7463060534,18.5590229728
140,24.1012070793,20.1577143726
150,25.7479441514,21.8745321945
160,27.0680313142,23.3811733814
170,29.3491774551,24.9824688145
180,30.8749826105,26.1844752925
190,32.4850067596,27.5235900447
200,34.3959236219,28.6086055404
210,35.7203969822,30.0985456238
220,37.4395990109,31.3371835168
230,38.6603445465,32.6373850354
240,40.5975684692,33.7903089611
250,41.9774255534,35.0236905728
260,43.0509743861,35.688038521
270,44.695218623,36.5649967482
280,46.4415724166,37.5944089197
290,48.3140119211,37.9594007967
300,50.5572145264,39.1661644971
310,52.2643961253,40.1895763259
320,54.4974660489,41.2877228716
330,55.9436397183,41.7004032617
340,57.9702169109,42.9918944345
350,59.4527519529,43.6718726949
360,60.8519999463,44.7796556446
370,62.4946522519,45.2676128609
380,63.8428757047,45.9786360166
390,65.9780291627,46.5281721216
400,66.9632610541,46.8422547114
410,69.3689136135,47.0414981974
420,70.8219001494,47.6976808186
430,72.658263564,48.0804960365
440,74.9329513131,49.0618704634
450,76.9934333049,49.8812814475
460,79.0304171657,50.2322281251
470,81.0300181594,50.9322082275
480,82.7661880362,51.5501013116
490,84.9025906003,51.9489355753
500,87.4389321538,52.8219571
510,89.1393108935,53.2188466521
520,90.6779225597,53.7104260269
530,92.8506135204,54.1564257232
540,94.26886967,54.4141968327
550,95.7286118499,56.0060487125
560,98.7381496026,56.7637601481
570,100.577700521,57.1411522326
580,102.706732948,57.1989629228
590,105.340924573,58.1831175678
600,107.766973919,58.7210828081
610,109.163450413,59.0809758727
620,111.269874514,59.4306934424
630,113.540656283,59.6543595682
640,116.253166624,60.1583326739
650,117.717575326,60.1973833706
660,119.703842826,60.4081026571
670,120.941083672,60.8660616663
680,121.886292238,61.044750005
690,123.553469982,61.7928092048
700,125.663037925,62.2178872344
710,127.25904539,62.3841886053
720,130.205218557,62.5747962232
730,131.705658083,63.3001400254
740,132.54810253,63.7690196848
750,134.692439955,63.7814064379
760,136.324627766,63.7814064379
770,137.152608033,63.9055902677
780,139.375172837,63.9345155267
790,140.65239037,64.4756125436
800,142.601996634,64.5574644686
810,144.348912265,64.641226103
820,145.943576718,64.7774727101
830,147.035122424,64.8413257533
840,148.479999746,65.2972656904
850,149.77782429,65.6288265784
860,151.312972182,66.2101936343
870,153.286085695,66.2151462241
880,155.326606874,66.2462691469
890,157.024109544,66.3552622545
900,158.818806985,66.4672602503
910,161.042549805,66.6613330174
920,163.284719931,66.8634179109
930,164.552265182,67.0402105818
940,166.747293589,67.1401099209
950,168.859070538,67.3141704807
960,171.006505773,67.348634653
970,173.230596948,67.7114189548
980,174.935093497,67.7620258231
990,177.187670557,67.8933984318
1000,178.453236872,67.9706969712
1010,180.154142894,68.027354773
1020,181.272998792,68.0673132961
1030,182.98039155,68.0907210932
1040,184.24852985,68.1435929272
1050,186.062233203,68.2336185947
1060,187.846064539,68.3459636793
1070,189.260054287,68.3798922063
1080,189.919034776,68.5032829612
1090,192.160515858,68.6214217122
1100,193.756860309,68.67670205
1110,195.045944746,68.7973676931
1120,196.736161803,68.805687555
1130,198.570754043,68.8861948437
1140,199.792444364,68.8913809331
1150,201.175225812,68.9368113823
1160,202.992873243,69.0980524625
1170,204.072816345,69.1638848896
1180,205.895373384,69.4578608562
1190,206.801021982,69.5378931568
1200,208.960669465,69.5496539886
1210,210.553739778,69.6686111275
1220,212.226284801,69.8041125493
1230,213.60747513,69.9209950319
1240,215.464169895,69.946094611
1250,217.666222026,70.0768305616
1260,219.460509895,70.2732534613
1270,221.006622938,70.3255659356
1280,221.760961731,70.5660516162
1290,222.956896699,70.5831127842
1300,223.855467086,70.702087564
1310,225.571287966,70.7540651795
1320,227.289654267,70.7930805999
1330,229.116651172,70.8859997739
1340,230.580437568,70.9704114298
1350,232.088344115,71.0576247581
1360,233.435842269,71.0849006019
1370,235.50532706,71.0849006019
1380,237.485163254,71.2858944934
1390,239.550558522,71.3728671326
1400,240.949548038,71.4046748053
1410,242.570559396,71.517586945
1420,243.785202232,71.5414536118
1430,246.132188532,71.6626714644
1440,248.286540008,71.6626714644
1450,250.123589422,71.7465975493
1460,251.916811202,71.8597714462
1470,253.781942024,71.9663404072
1480,255.322041792,72.1808467719
1490,258.152810224,72.3125117272
1500,259.617006339,72.3598727807
1510,261.595288915,72.5083809015
1520,263.109435811,72.5262535765
1530,265.461895555,72.5669426663
1540,266.485221239,72.6573883756
1550,268.504923077,72.6685049539
1560,269.815817212,72.7944701711
1570,272.011313942,72.8748626493
1580,273.629508408,72.8748626493
1590,274.723737521,72.9086328172
1600,276.321153655,73.0898628381
1610,278.16675518,73.1302073976
1620,279.920807124,73.1573063334
1630,281.671170989,73.2413985252
1640,283.992856708,73.3583076741
1650,285.152293921,73.3855978633
1660,286.309718414,73.4741603133
1670,287.756884555,73.4741603133
1680,289.436884302,73.5884709515
1690,291.757126913,73.6377177908
1700,293.929669976,73.7298509785
1710,295.597615912,73.7891728295
1720,297.706578019,73.8852508456
1730,299.579078254,73.9914044092
1740,301.335879969,74.0528288977
1750,303.530027104,74.076791977
1760,306.167658231,74.1889982107
1770,307.578458465,74.2327857947
1780,309.693621873,74.2425576976
1790,311.293827533,74.2488971954
1800,312.911999789,74.3405351594
1810,314.500757355,74.3521424571
1820,316.0602614,74.4015464089
1830,318.565964405,74.4408457956
1840,320.361428715,74.4866035745
1850,321.919278266,74.6388056437
1860,323.502307985,74.7198291033
1870,324.715624474,74.7198291033
1880,326.468504215,74.7391934875
1890,328.691177989,74.7563294385
1900,330.375523041,74.8433688945
1910,332.694690052,74.9018909925
1920,334.994742624,74.9018909925
1930,336.872197547,74.9390813884
1940,338.414625906,75.0477844531
1950,340.569067157,75.0705537996
1960,341.989814649,75.0705537996
1970,343.575399926,75.1225159272
1980,345.868798248,75.1225159272
1990,346.60293111,75.1997829828
2000,347.829897062,75.2606476399
2010,350.345753112,75.2722549375
2020,351.630108861,75.3091384923
2030,353.591079859,75.4283672819
2040,355.412307316,75.5505167864
2050,356.786696972,75.7148939451
2060,358.022179174,75.7369302247
2070,359.052623874,75.8276127765
2080,360.956493791,75.8276127765
2090,363.485925108,75.8368917154
2100,365.020733613,75.893239189
2110,367.202216066,75.9246307906
2120,368.460949062,75.968317034
2130,370.09950297,75.9840948917
2140,371.873208335,75.9840948917
2150,373.543139946,75.9840948917
2160,374.725056165,76.0423882252
2170,376.15458514,76.070149553
2180,377.356264976,76.1573006553
2190,378.909722984,76.1592755666
2200,380.730870588,76.2243766828
2210,382.774933479,76.251859346
2220,384.971894992,76.3085235688
2230,387.572287979,76.3243662974
2240,389.593411827,76.3243662974
2250,391.91729839,76.401909157
2260,394.5770783,76.4294475737
2270,395.691698321,76.4561759266
2280,397.331517193,76.4985952559
2290,398.882104205,76.632610012
2300,400.641368349,76.6433231225
2310,402.185505328,76.6661151966
2320,403.78654972,76.6956529716
2330,405.938736221,76.7092125602
2340,408.109630722,76.7390652637
2350,409.590655481,76.7482656604
2360,411.556797197,76.7482656604
2370,413.222385656,76.7792098087
2380,414.951096881,76.8524406078
2390,417.043832733,76.8524406078
2400,418.326883092,76.9224781466
2410,420.545912967,77.0833633933
2420,422.964676954,77.154157006
2430,425.120787632,77.1998578269
2440,427.337232737,77.1998578269
2450,428.918597551,77.1998578269
2460,430.38371592,77.361106854
2470,431.643294844,77.4615702937
2480,434.417951236,77.4618472233
2490,435.70582224,77.5444232873
2500,437.073084468,77.6533346808
2510,438.76064661,77.6553095921
2520,440.07311824,77.7753990816
2530,442.105410576,77.8528559796
2540,444.20192595,77.8631729837
2550,446.033350173,77.8877728391
2560,447.865580582,77.9460327107
2570,450.109083625,78.0295197427
2580,451.66115047,78.0320538573
2590,452.931273748,78.0690136502
2600,454.969238404,78.0766910394
2610,456.540657702,78.1518489326
2620,458.260170528,78.1675093541
2630,459.613327776,78.1980399489
2640,460.494782895,78.2338631769
2650,461.985662025,78.2944642098
2660,462.935879297,78.3089819922
2670,465.252633376,78.3125836044
2680,466.27632444,78.3759229659
2690,467.316588378,78.4215654504
2700,468.873065765,78.430311
2710,470.331527978,78.4949379726
2720,471.929172685,78.5040964665
2730,474.136196987,78.5590724606
2740,475.21409383,78.5658412622
2750,476.910685237,78.7600838629
2760,478.002267326,78.9000217302
2770,479.098611517,78.9263078302
2780,481.445055031,78.928827358
2790,482.758701844,78.969398514
2800,483.604562044,79.0151150757
2810,485.473722461,79.030404932
2820,486.65101395,79.0613490803
2830,487.194749384,79.1101065316
2840,488.403943481,79.1128291763
2850,489.73335922,79.2488465134
2860,491.783636646,79.2811662704
2870,493.451348578,79.2833947037
2880,495.063460988,79.2948768527
2890,496.498175706,79.437353626
2900,498.587243755,79.4674535603
2910,500.363494524,79.5454428132
2920,501.96431802,79.5454428132
2930,503.454160585,79.5807109872
2940,504.974512768,79.6096092332
2950,505.923240842,79.6201212096
2960,507.36428278,79.7735151547
2970,508.652398539,79.8482821907
2980,510.360429783,79.8735605411
2990,512.222916869,79.904105349
3000,513.087599481,79.9688223055
3010,513.901861649,80.0548255146
3020,514.572263306,80.1566614443
3030,516.065703263,80.1791169532
3040,517.586133914,80.2007678743
3050,518.968158587,80.2039000182
3060,519.961671322,80.2434524987
3070,521.405807127,80.247188372
3080,523.586710411,80.2528030776
3090,524.942993126,80.2528030776
3100,526.155457099,80.25799809
3110,526.635687542,80.3226901754
3120,528.111143589,80.4586563132
3130,528.804107987,80.4812040075
3140,530.310669493,80.4812040075
3150,532.643792116,80.4812040075
3160,534.874655274,80.4812040075
3170,536.268223825,80.4812040075
3180,538.240696747,80.5169968787
3190,540.046228503,80.5169968787
3200,541.470062983,80.5169968787
3210,542.94104371,80.5310575815
3220,544.320389541,80.6311976442
3230,545.937752368,80.6455305215
3240,546.604642332,80.6518010632
3250,548.991938721,80.6584686015
3260,550.522460403,80.7319138496
3270,551.549353851,80.759030318
3280,552.977200158,80.8046641501
3290,554.353279366,80.8150272333
3300,555.817274955,80.8895549309
3310,557.45847396,80.9051215884
3320,559.328733031,80.9676488846
3330,561.264448978,80.9863859981
3340,562.658722265,81.1052497527
3350,563.970205642,81.1052497527
3360,565.62280231,81.1052497527
3370,567.563706685,81.1756717326
3380,569.456472571,81.214672977
3390,571.180806269,81.2238780978
3400,572.853018911,81.24574065
3410,573.672369522,81.24574065
3420,575.184665658,81.3062606999
3430,576.675530328,81.3202097458
3440,578.599397616,81.3332976269
3450,579.916069473,81.4009427257
3460,581.880557577,81.4306367049
3470,584.618783959,81.4755027424
3480,586.115677792,81.4813398853
3490,587.570063254,81.4835683185
3500,589.683882279,81.5327388577
3510,591.245002357,81.5347413638
3520,593.109138165,81.5347413638
3530,594.830148075,81.5682253299
3540,596.072412928,81.6311771003
3550,596.999077112,81.6407694438
3560,598.695036862,81.6738180462
3570,600.718912459,81.7420820754
3580,602.666371057,81.7420820754
3590,604.699068046,81.7630404379
3600,606.60165057,81.779515563
3610,607.62085354,81.7908217361
3620,609.50904114,81.7989316278
3630,611.588749447,81.8025204579
3640,612.926153201,81.8025204579
3650,615.010025309,81.8025204579
3660,615.962964534,81.8310652486
3670,617.796502431,81.8552114565
3680,620.202107727,81.8557799239
3690,622.132168533,81.8587536455
3700,623.989761912,81.8641636939
3710,625.221272833,81.8835892263
3720,627.676979446,81.94223249
3730,629.48877609,81.94223249
3740,631.549872075,81.9434131539
3750,633.109716103,81.9434131539
3760,634.528025911,81.9652957937
3770,636.46587758,81.9652957937
3780,638.529846231,82.0631112897
3790,639.798787081,82.0756053241
3800,641.404689623,82.080407435
3810,642.364694216,82.0873329261
3820,643.681237913,82.0892511467
3830,645.201050701,82.0892511467
3840,646.683292278,82.0978811206
3850,648.220303272,82.1006037653
3860,649.671310751,82.1035169636
3870,651.036357494,82.1089091009
3880,653.043052826,82.1199289291
3890,655.481289663,82.1235177592
3900,657.956934925,82.1728735165
3910,660.137210253,82.1867801022
3920,661.681781107,82.2315087602
3930,663.732507381,82.257421927
3940,665.223784565,82.2632828533
3950,667.370840138,82.3152696543
3960,668.820531841,82.3608870961
3970,670.898352712,82.3696326456
3980,672.41522967,82.3696326456
3990,673.941029454,82.3696326456
4000,675.464175837,82.3696326456
4010,676.846464072,82.4036033145
4020,678.203636229,82.4036033145
4030,679.776825589,82.4177483198
4040,680.637806668,82.4177483198
4050,682.898641538,82.4337206344
4060,683.499771387,82.4337206344
4070,684.135223592,82.4876814811
4080,685.945365546,82.4888621449
4090,687.753227627,82.4934875877
4100,689.066050703,82.5109144735
4110,690.258480637,82.5379649169
4120,691.183576332,82.5555620465
4130,692.421644734,82.5612733526
4140,694.039706049,82.6131869708
4150,694.846330635,82.7430905249
4160,696.805155944,82.7587509464
4170,698.315199514,82.7587509464
4180,700.116623407,82.7887668965
4190,701.453150714,82.8020384344
4200,702.865890267,82.8066638772
4210,703.93167622,82.853836652
4220,705.062274298,82.8740854231
4230,705.542545313,82.8740854231
4240,706.942328684,82.9020023502
4250,709.141483781,82.948574149
4260,710.43789184,82.9996717765
4270,711.876672003,83.1020837021
4280,713.213425883,83.1366775786
4290,714.182279483,83.1981301985
4300,715.736428279,83.2199223829
4310,718.090381037,83.2199223829
4320,720.746030327,83.2199223829
4330,721.984119512,83.2199223829
4340,723.830832646,83.241926751
4350,725.510030271,83.241926751
4360,726.392218608,83.3218668076
4370,727.463815382,83.3220204167
4380,728.349195297,83.3232700792
4390,729.402134447,83.3378280288
4400,730.219698606,83.3378280288
4410,731.378258536,83.3945198541
4420,734.175317792,83.4113041064
4430,735.832011331,83.5032653375
4440,737.077861884,83.5074004478
4450,738.146582925,83.561538798
