Time(Iteration),CLUB,SCLUB,LinUCB
0,5.27139863291,5.38394020128,5.17772858817
10,22.9648155565,29.836626424,13.2542467141
20,36.9013311277,39.07940929,13.4995750801
30,48.9584147886,42.5831360457,13.5518300899
40,58.214911646,48.7704456482,13.6470886145
50,67.377916538,54.4482724189,13.7326610138
60,74.204740997,63.2253350605,13.7942358646
70,82.6676584241,67.9011704404,13.8187345533
80,88.5804123669,71.0271209526,13.8323516827
90,93.535964687,75.1004282534,13.8342275028
100,97.3974355485,78.4640714039,13.8342275028
110,102.043659648,82.0916786237,13.8884051617
120,105.991895266,84.384795881,13.9064286566
130,109.508965034,86.1879451229,13.926138921
140,113.300788612,87.3510995967,13.926138921
150,117.283597979,88.0688614692,13.9362170066
160,119.450827888,89.2756261557,13.9647389681
170,121.655249008,90.7526737824,13.9904364082
180,123.552503099,91.7844698609,14.0010458986
190,125.118355256,93.7195462887,14.0322171025
