Time(Iteration),CLUB,SCLUB,LinUCB
0,4.41823636369,3.08444262435,3.52685418533
10,46.0610137641,41.970342951,34.0254248326
20,82.1500147849,78.6394885492,51.2065761221
30,111.949276826,105.163447632,61.7661283169
40,138.312247006,127.155115777,71.1585584235
50,158.24643135,142.526498162,77.3717739089
60,172.666007744,157.317551973,81.5788313484
70,184.444456215,170.327979728,84.148436193
80,193.127262822,183.575115584,87.1596309672
90,203.516736704,192.282848964,89.7185013814
100,210.188850528,199.16718786,91.8577406093
110,216.714957257,206.290582095,93.7647250959
120,221.180344023,212.269033799,96.0916235901
130,226.539009123,217.013056133,97.9282486857
140,232.001986421,221.793878292,99.6775613323
150,236.389243203,224.664317519,101.417259185
160,239.742536176,229.093066444,102.452830606
170,243.390005744,233.624029386,103.823801615
180,246.650404075,236.379555753,105.321774611
190,250.253679273,239.07272503,106.38444206
