Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0625509337888,0.0625509337888,0.0625509337888
10,3.04167909938,2.41956616955,2.41293970195
20,5.16060428761,4.28983972706,4.30621233434
30,8.15959991514,5.82553509009,6.92526165621
40,9.68849177528,7.62404401986,8.92597638811
50,11.8635919982,8.72674993719,11.8624711771
60,14.3150427575,11.2285923755,13.8759374088
70,17.4048844097,14.5283546082,16.6255564133
80,19.9470407043,17.7544309783,19.4301509864
90,22.5382123842,19.649678231,21.8150331175
100,25.1680603305,22.5254137312,23.1761382895
110,27.984900514,25.3975460644,25.4258847671
120,31.3105624638,27.5958842081,27.0328378664
130,33.9595234509,29.5323940116,29.2569742069
140,35.8772368097,32.2416352035,31.0894099354
150,39.7121875959,34.8739643964,32.6570606753
160,43.1328481232,37.7743618122,35.1801803536
170,45.6082162096,39.4756573783,36.3964943431
180,47.4425907104,42.2597705598,38.4911722803
190,50.6497066752,44.4684634499,39.7042586031
