Time(Iteration),CLUB,LinUCB
0,0.707547349981,0.707547349981
10,4.45494985765,3.52860983338
20,8.43842790466,5.76379959234
30,13.1753858229,8.85061368451
40,18.639120508,12.1806570007
50,23.3473976298,15.8373520413
60,27.9857197915,17.8599616438
70,32.8145644734,20.3063180044
80,37.5173842111,22.2528688068
90,42.4384211243,23.7086570304
100,46.793450594,24.8183289385
110,50.9276489649,27.2810164882
120,55.6072232036,30.528377994
130,59.9906820185,33.2936947747
140,65.17842706,34.9923875758
150,68.8221286197,36.8807386869
160,73.706702311,39.3549933591
170,78.0652253967,40.4810623382
180,82.969933377,42.8299931312
190,86.6103743927,44.4919813051
200,91.323969518,45.465172915
210,95.1376757773,47.7084613572
220,98.7505797348,49.9952911729
230,102.148889211,51.6762904979
240,106.489385654,53.4065046809
250,110.424189445,54.9925405874
260,115.678634106,56.8942211725
270,118.881935829,58.6889525486
280,123.477376568,59.8044477203
290,128.220634411,62.8146644099
300,131.887219771,64.917827306
310,136.429768429,66.4050057795
320,139.909646454,67.8868407306
330,143.916200388,69.7242925282
340,147.312900645,72.160889658
350,150.840371896,72.8820719004
360,155.638224116,74.9412294902
370,159.615956925,77.2505828378
380,163.514428275,78.2688203454
390,167.982961348,79.8363194799
400,171.661663521,80.7923471718
410,176.093775817,82.7347391121
420,180.864162907,83.6945327493
430,184.899022036,84.4707040734
440,189.342933373,85.9824191326
450,193.512450543,86.9798206992
460,197.986077426,88.6868495165
470,202.892460351,90.5280901038
480,206.710922199,92.8739816472
490,211.326424892,94.2905943137
