Time(Iteration),CLUB,LinUCB
0,1.72728169849,2.01603252939
10,22.0315153933,8.95951319954
20,39.5623529656,9.47735021278
30,61.5868812764,9.71440980065
40,78.8135466184,9.84271195657
Time(Iteration),CLUB,LinUCB
0,1.44158944392,2.35175374784
10,14.4783405353,10.10765926
20,24.1182724897,10.4891344075
30,34.6166586714,10.5639257425
40,47.9375412042,10.6026636283
50,59.8233617643,10.6440124682
60,67.6877071626,10.7243820435
70,74.2147889636,10.7684832699
80,80.975570074,10.7736389571
90,89.3495528739,10.7822073563
100,98.781253518,10.8021594278
110,105.924963161,10.8028616267
120,113.764728249,10.8167441289
130,120.746279998,10.8344888789
140,127.792647562,10.8416419931
150,134.413833661,10.8504063404
160,138.350044684,10.8780547859
170,144.165376707,10.8791251
180,148.71758733,10.8791251
190,154.151517736,10.8851160361
200,160.157203038,10.8972054773
210,166.885112133,10.9267757255
220,171.972828114,10.9422178173
230,177.549633143,10.9719385994
240,183.193321669,10.9719385994
250,190.171769468,10.9809731563
260,196.472373138,10.9809731563
270,202.181938704,10.9893557227
280,206.849238408,11.0012726766
290,210.932142172,11.0023990517
300,214.809937143,11.0194881601
310,218.561819351,11.0411859972
320,223.194169447,11.0490406438
330,226.016056159,11.0570418297
340,228.291152916,11.0629649673
350,230.54957346,11.0739173769
360,233.00293646,11.0875113899
370,235.26790678,11.0921025764
380,237.064582831,11.1017669021
390,239.053827749,11.1127520751
400,241.189339907,11.1235608969
410,242.800830203,11.1443864588
420,244.608518883,11.1443864588
430,246.453345856,11.1443864588
440,248.230226489,11.146980073
450,249.527102051,11.1490849404
460,250.70796717,11.1524131084
470,251.946383666,11.1571633157
480,253.837800771,11.1628052373
490,254.773019766,11.1724484909
Time(Iteration),CLUB,LinUCB
0,2.51788925126,2.58635747043
10,26.6255346637,10.0230439818
20,42.824891803,10.3528333243
30,53.8098835229,10.5047563911
40,63.8497806901,10.5753165641
50,73.591977745,10.6055059502
60,77.919552811,10.678726418
70,81.4447286406,10.6964744508
80,88.7865071153,10.7233529249
90,96.3571585104,10.7343518304
100,102.442245962,10.7606405318
110,110.592375484,10.7986060531
120,116.476059673,10.8002339941
130,120.475407178,10.8102654219
140,123.624781652,10.8538281545
150,127.097123438,10.8893249664
160,131.168510609,10.8969238395
170,135.006554591,10.8969238395
180,137.875022621,10.9173418697
190,140.381446868,10.9253194577
200,142.735400431,10.9575496543
210,145.012153522,10.9688621605
220,146.493225519,10.9746872224
230,148.109372515,10.9801083428
240,150.129117555,10.9822568935
250,152.005231356,10.9957273317
260,153.37258604,11.0005846133
270,155.431940411,11.0005846133
280,156.904346264,11.0102598454
290,158.245449534,11.0190405738
300,159.35352549,11.0411203981
310,160.675852169,11.0467245879
320,161.394948012,11.0530163937
330,161.790621926,11.0538843957
340,162.601250797,11.0538843957
350,162.940984616,11.0611741567
360,163.573568337,11.0693012249
370,164.101199721,11.0768829213
380,164.941632859,11.0786057733
390,165.636477563,11.0786057733
400,166.312432591,11.0926031458
410,166.85769332,11.0947918107
420,167.244734242,11.1069737288
430,167.86703697,11.1147940371
440,168.971560852,11.1179982847
450,170.522972272,11.1179982847
460,171.551703276,11.1325319992
470,172.176341508,11.1325865095
480,172.987674267,11.1360399324
490,173.257400234,11.1415896119
500,173.487602969,11.1432604104
510,174.059453559,11.1578530819
520,174.341419767,11.1694400009
530,174.753645784,11.1694400009
540,175.355747172,11.1709020049
550,175.764460175,11.17095319
560,176.092505376,11.173844994
570,176.397765553,11.1770394837
580,176.837418047,11.1825352316
590,177.262440859,11.1842035733
600,177.990982558,11.1842877203
610,178.736736007,11.1852914303
620,179.06440991,11.1852914303
630,179.891163145,11.1853459406
640,180.598766427,11.1954563577
650,181.229596885,11.1964300552
660,181.472770915,11.1964300552
670,182.004386016,11.1964300552
680,182.37069428,11.1983597869
690,183.000926912,11.2053973227
700,183.809765858,11.2053973227
710,184.261454021,11.2064010327
720,184.451775104,11.215949707
730,184.975598295,11.215949707
740,185.565429905,11.215949707
750,186.11892425,11.2214435215
760,186.696105986,11.2330030778
770,186.839999524,11.2358076896
780,187.429207394,11.2444986356
790,188.186257083,11.2595531801
800,188.778041312,11.2611701894
810,189.356863801,11.2617035893
820,189.590122395,11.2619076886
830,189.819570778,11.2624847566
840,190.106684291,11.2634112155
850,190.578555329,11.2634112155
860,191.016546157,11.2634112155
870,191.581374516,11.2634657257
880,191.734714695,11.265541773
890,191.995296756,11.265541773
900,192.488913739,11.265541773
910,192.789211473,11.2674715047
920,192.983631003,11.2674715047
930,193.174043642,11.2680049047
940,193.428646172,11.2680049047
950,193.546415445,11.270396086
960,193.676217186,11.270396086
970,193.93835348,11.2791547226
980,194.27319639,11.2842793583
990,194.605845802,11.2909319916
Time(Iteration),CLUB,LinUCB
