Time(Iteration),CLUB,LinUCB
0,2.18613600581,2.96288049132
10,28.4884857265,8.74120477113
20,48.7168768299,8.97338733895
30,64.4058680835,9.17355751233
40,76.9179922251,9.25981125361
50,87.7670509344,9.26732135188
60,97.0382219152,9.33320308484
70,103.582871019,9.34341523188
80,108.706994463,9.36552781266
90,111.509909672,9.40599501411
100,113.911239567,9.43868684874
110,115.909208991,9.44576421548
120,117.393740962,9.47460956002
130,120.46210519,9.48918422444
140,123.162860239,9.50149576229
150,125.319434012,9.52670261539
160,126.949422077,9.5327536764
170,128.799863108,9.55125971841
180,130.055669237,9.5621821789
190,130.742550663,9.56919165125
200,130.941975217,9.56919165125
210,131.449191766,9.58445433969
220,131.872336642,9.58991412192
230,132.294655701,9.59324448773
240,132.75676084,9.60023315987
250,133.549365721,9.6089341104
260,133.996905784,9.61134192699
270,134.595322771,9.61134192699
280,134.939473657,9.61480331551
290,135.381295476,9.61579758131
300,136.172955248,9.63914216554
310,136.787272728,9.64067379666
320,137.611675001,9.64067379666
330,138.680614844,9.6468902458
340,139.343087556,9.64802546191
350,139.991890021,9.65770185904
360,140.368011593,9.66450315001
370,140.929373648,9.66781750089
380,141.678324158,9.67909690096
390,142.148751714,9.68195147699
400,142.708936233,9.69459480776
410,143.052368359,9.69723870489
420,143.746060619,9.71282363769
430,144.035498322,9.73017987356
440,144.481505365,9.73198864616
450,144.779828287,9.73896854263
460,144.955941292,9.74396105675
470,145.224312367,9.7447423345
480,145.462071143,9.7447423345
490,145.578428874,9.74588335838
500,145.741045149,9.75648425501
510,145.922606523,9.76484823796
520,146.264631888,9.77450438716
530,146.502378819,9.78180417585
540,146.732053076,9.78622145836
550,147.003304684,9.78808871077
560,147.351858063,9.79237051731
570,147.371565921,9.79237051731
580,147.644423094,9.79237051731
590,147.884944387,9.79307082747
600,148.273229113,9.80568813282
610,148.557097865,9.81608351646
620,148.77311816,9.8233797525
630,148.978142859,9.82500629135
640,149.076753676,9.8254132716
650,149.324346965,9.8254132716
660,149.488609067,9.82720121381
670,149.680798731,9.82865353351
680,149.764450336,9.83132045829
690,149.879075752,9.83132045829
700,149.93206493,9.83224633004
710,150.02242567,9.83224633004
720,150.077782677,9.8412361427
730,150.152034665,9.84602349889
740,150.189790515,9.84710728915
750,150.337282827,9.85664005986
760,150.470430129,9.86356652745
770,150.678442926,9.86791077917
780,150.788317229,9.86791077917
790,151.005161368,9.87057770395
800,151.230075203,9.87426241734
810,151.378380871,9.87582497282
820,151.470266033,9.87582497282
830,151.606619201,9.87582497282
840,151.687689135,9.88128475505
850,151.981120168,9.88271692553
860,152.245330605,9.88338765851
870,152.45637023,9.88338765851
880,152.533782499,9.88410374375
890,152.578877449,9.88971985791
900,152.643320181,9.89541423056
910,152.73644506,9.90353956531
920,152.822481272,9.90545096115
930,152.898442763,9.90545096115
940,153.076807553,9.90545096115
950,153.241814331,9.90545096115
960,153.367325845,9.91080883096
970,153.420537856,9.91852781756
980,153.566860271,9.918649893
990,153.635841016,9.918649893
Time(Iteration),CLUB,LinUCB
Time(Iteration),CLUB,LinUCB
0,5.65375815977,5.94320799489
10,55.746075416,12.0482156378
20,69.3803168286,12.1065810072
30,78.9414761253,12.2446574164
40,86.6192704878,12.4169910748
50,91.3058064096,12.4315594794
60,96.7489742074,12.4858864854
70,100.891371836,13.3796811029
80,103.777231948,13.9088489135
90,106.831738237,14.2140293848
100,108.946381776,14.3176593845
110,112.0503956,14.3987364848
120,114.594726885,14.5345425553
130,115.724513091,14.5465767261
140,116.871628095,14.5465767261
150,118.138163297,14.549346517
160,119.960980576,14.5901241793
170,122.112160608,14.7046317939
180,123.69107375,14.7131138005
190,124.963936203,14.8024775608
200,126.50780385,14.8109595674
210,127.842319587,14.8453490738
220,129.473554538,14.8873740616
230,130.552157297,14.9406512933
240,131.668143656,14.9665587932
250,132.641758283,14.9778682433
260,133.492437556,14.9870749705
270,133.963919812,14.9870749705
280,134.689714683,15.0026606571
290,135.449941242,15.0101335853
300,136.179234846,15.0576263847
310,136.880976306,15.0576263847
320,137.217769693,15.097101602
330,137.335699421,15.100241589
340,137.767190717,15.1496163134
350,137.976632482,15.215435985
360,138.148334314,15.2441709285
370,138.373983902,15.2469983721
380,138.56184128,15.2526097622
390,138.688171962,15.2745240427
400,139.062596436,15.2773514863
410,139.15783843,15.3154667611
420,139.281987354,15.3190186012
430,139.563129047,15.3190186012
440,139.735749837,15.3225704412
450,140.050940768,15.3225704412
460,140.1553617,15.3253978848
470,140.297498803,15.3426684973
480,140.514657325,15.3454959409
490,140.727759788,15.3707416724
500,140.815845344,15.3898285093
510,140.865870754,15.3898285093
520,141.151031045,15.3926559529
530,141.496198366,15.4441767226
540,141.571714917,15.4477285627
550,141.718900736,15.4533834499
560,141.806796306,15.4562108935
570,142.008623071,15.4562108935
580,142.068462189,15.459038337
590,142.349698106,15.4809526176
600,142.464863188,15.4809526176
610,142.652266204,15.4809526176
620,142.725588794,15.4982232301
630,142.751395865,15.4982232301
640,142.924367914,15.4982232301
650,143.029953521,15.4982232301
660,143.168862821,15.5019772566
670,143.245012855,15.5048047002
680,143.302278552,15.5301228914
690,143.33622295,15.5430742446
700,143.590020718,15.5603448571
710,143.660196935,15.5856630483
720,143.788520223,15.5856630483
730,143.853360807,15.5856630483
740,143.949024671,15.608588548
750,144.013865254,15.608588548
760,144.089770624,15.6253519488
770,144.174167255,15.6253519488
780,144.290713052,15.6253519488
790,144.418077975,15.6281793923
800,144.498199215,15.6310068359
810,144.591313262,15.6338342795
820,144.707750397,15.6562525674
830,144.85408604,15.6780849884
840,144.981450964,15.680912432
850,145.139272074,15.697185697
860,145.190150196,15.7000131406
870,145.263876605,15.7119075273
880,145.267428445,15.7279478601
890,145.313069414,15.743988193
900,145.476140978,15.7468156366
910,145.565641426,15.7714755012
920,145.593787061,15.7743029448
930,145.593787061,15.7743029448
940,145.619855166,15.7743029448
950,145.678676083,15.7895310662
960,145.756670695,15.7923585098
970,145.844620485,15.8091219105
980,145.908222209,15.8399644856
990,145.91953166,15.8427919292
