Time(Iteration),CLUB,SCLUB,LinUCB
0,3.61636969989,2.98275034177,3.32636081444
10,44.2142077343,47.5537509635,31.4983486923
20,85.5483375446,85.0923787563,49.1035264069
30,119.395526222,110.367616723,61.533139931
40,143.710781778,128.354955513,68.2851498272
50,166.405162903,144.602308286,75.334619874
60,182.632630106,158.799251267,80.4914458776
70,196.510218652,170.383691661,84.6754841113
80,206.930560281,180.862997774,87.7869338207
90,214.596958609,190.955423932,91.3211853686
100,223.959711611,202.026630285,93.3029522477
110,233.376836521,210.117115819,95.4163580853
120,240.561586549,217.215251606,96.9374245475
130,245.545820878,223.124500735,99.0711919294
140,249.669785972,228.639275724,100.870659897
150,254.129113639,234.934004727,102.06376945
160,257.691997384,240.83689168,103.258118422
170,259.816512573,244.207485704,104.343144994
180,262.172151646,249.089827267,105.515820573
190,264.525935358,252.070822195,106.999349064
