Time(Iteration),CLUB,LinUCB
0,2.29560287295,2.01515310167
10,8.16424041379,6.96693637445
20,9.18224653436,7.35654036695
30,9.65839390882,7.64817951753
40,9.91651501442,7.76634865381
50,10.0180007319,7.82252010785
60,10.1709807599,7.85838243841
70,10.2734664635,7.89430004552
80,10.4377577975,7.97159831359
90,10.5541814711,8.00817568234
100,10.6720411022,8.04520806408
110,10.7526868373,8.09816684965
120,10.8244274912,8.13366026256
130,10.8479072632,8.1437870982
140,10.8934554431,8.17803756583
150,10.92519273,8.17984315919
160,10.9897575881,8.19402214689
170,10.9999268197,8.19971622599
180,11.0655402077,8.21415942054
190,11.0970786788,8.21953834075
