Time(Iteration),CLUB,SCLUB,LinUCB
0,8.97379402696,11.7292083324,10.4631708466
10,34.7604611341,55.0240309097,30.7536518119
20,59.7634333497,68.3262745667,31.7762806692
30,80.6035509768,75.5913926393,32.0639522625
40,94.0504496263,84.1497713593,32.8536639346
50,106.251874683,88.4571559892,33.0967434074
60,114.441058684,92.2791774329,33.5268512986
70,122.405643516,95.309983563,33.729457121
80,132.341962133,98.3374280233,34.0449658787
90,135.666556551,100.304321642,34.2386824482
100,139.665031606,102.572384247,34.3537483548
110,144.473415388,104.957046629,34.6569761923
120,149.630607084,107.348325724,34.8486436798
130,153.045607557,109.498347794,35.0156861011
140,156.778557335,112.080723833,35.1134316093
150,162.709922542,116.325218373,35.2334449131
160,167.729211358,118.993969719,35.2659836361
170,173.468011661,124.115023319,35.3555936704
180,177.462376667,128.095616316,35.5139108814
190,182.148450131,131.476070741,35.5758678101
