Time(Iteration),CLUB,SCLUB,LinUCB
0,10.0036479717,11.6035926326,10.2809921385
5,67.2441402402,60.8049756303,36.9601673436
10,134.938803094,90.3633686948,39.2649009913
15,184.871120079,112.831414538,40.4236168628
20,223.60231623,137.581070602,41.0772170106
25,253.939108297,163.175822647,41.3154995878
30,283.976090218,178.379139308,41.782291944
35,307.454605367,192.906741311,42.036011093
40,331.539227038,205.288450421,42.2171017434
45,353.570226152,217.086917456,42.4209457667
50,378.525336653,228.597704702,42.523754334
55,405.052248493,242.146422911,42.744421364
60,431.518859321,257.034618944,42.898096169
65,461.873907059,267.952665098,43.0321465449
70,491.642703003,277.619923872,43.1272421365
75,521.122758636,286.954452057,43.1996675289
80,548.76250497,295.086745772,43.4716515802
85,581.436987174,305.675177133,43.5386406594
90,611.428311176,316.774323265,43.6556707622
95,638.900346241,329.128245878,43.7356349505
100,663.628842404,344.14745647,43.7804600752
105,687.960568413,355.817741714,43.8359782728
110,712.788799853,365.158792235,43.8633738113
115,735.10852385,372.730988911,43.9527623014
120,759.995975132,380.753485517,44.0466974969
125,783.671621767,389.535446319,44.1566842741
130,806.340189319,397.777089203,44.1914438558
135,828.528099448,406.739959362,44.208153626
140,849.380341186,415.994858186,44.3091651847
145,868.046840925,424.654214818,44.3782784163
150,885.119417974,433.690570469,44.4299704372
155,900.216054974,443.061888881,44.4607038249
160,914.632855293,451.265938936,44.4789685847
165,925.824835667,459.548466405,44.4833374925
170,938.535390316,468.536855413,44.5360820954
175,950.415938476,476.234955462,44.597475531
180,961.200969817,484.049795563,44.6237095404
185,970.664783252,493.257258586,44.6532520453
190,980.072586222,500.737587356,44.6951322644
195,987.746850976,510.224745931,44.7139575572
