Time(Iteration),CLUB,LinUCB
0,0.0777283244722,0.0777283244722
10,1.71255417007,1.28949377054
20,3.13294673502,2.65097999852
30,4.35789534524,3.97171246365
40,5.87829134681,6.04445199513
50,7.4179451813,7.24650373922
60,9.00605797382,8.77777289642
70,10.4083019314,9.92265716903
80,11.8538460282,10.9349998046
90,13.4926697661,12.600553715
100,15.1846598013,13.740269155
110,16.5255433511,14.8840300565
120,17.9943503726,16.0876483512
130,19.2727047991,17.7609387157
140,20.6311050607,19.108218323
150,22.1247411023,20.122732205
160,23.6028383462,21.2961125045
170,24.8859671876,22.3520730847
180,26.3583603347,23.4457615954
190,27.7596562832,24.9544914931
200,28.8587464317,25.9269505029
210,30.2043110403,27.2551827346
220,31.1915367359,28.5328457582
230,32.6351463488,29.5780378536
240,33.7463309799,30.4865747387
250,35.3236481473,31.7109145103
260,36.7196104496,33.0265694375
270,37.9645180678,34.5107474272
280,39.2020302384,35.9235054194
290,40.4601431347,37.0641834511
300,41.3205403664,38.1346822514
310,42.3000704219,38.7917471285
320,43.2761256272,39.5711495298
330,43.8237063491,40.4171560978
340,45.1486843806,41.7894322895
350,46.527994054,42.6726651381
360,47.3111299676,43.8685255944
370,48.4806967966,44.7033763994
380,49.4688294066,46.0426821208
390,50.5661335042,47.3454151708
400,51.2457239423,48.4842194566
410,52.4522539025,49.5795821935
420,53.6790685965,50.4943160013
430,54.5368485693,51.7923035817
440,55.5528582428,52.9064910823
450,56.2445029564,53.5511187943
460,57.0953679974,54.513611165
470,57.8814865355,55.3966578098
480,58.6363598837,56.7236321002
490,60.0696667479,58.0497245905
