Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0979817241138,0.0979817241138,0.245858908707
10,1.44717734367,1.48658052502,1.74483480008
20,2.67090957735,2.72897406349,3.22115280819
30,4.08899306117,3.41369375567,4.2543017968
40,4.91419425058,4.44512514085,5.35969398104
50,6.50400660088,5.48593387046,7.17400491589
60,7.53076087701,6.94496678416,8.36066316188
70,8.33848538013,8.20724870272,9.86864614226
80,9.3390687114,9.02004352557,10.9857412125
90,10.232071919,10.2568748372,12.2386369234
100,11.6523540797,11.5747687355,13.9268413394
110,12.5716383344,12.4849249193,14.9359751093
120,13.7789188071,13.6139953181,16.3161845972
130,14.9224727654,14.814485576,17.5065552632
140,16.3991038175,16.2078546788,18.9675803375
150,17.4694957537,17.4242471434,20.3389840178
160,18.5590786188,18.5869363765,21.0999228761
170,19.6080656019,19.6425546124,22.3128335834
180,20.5902153964,20.7001308376,23.4083735675
190,21.5949864966,21.538132723,23.942744437
200,22.4897036844,22.9185110002,25.8540757185
210,23.4558653367,24.0655036846,27.0772862703
220,24.8798120007,25.2844106871,28.6704563502
230,25.648944471,26.3747177978,29.620586483
240,27.334792025,27.9849538459,31.0940248682
250,28.5831773616,28.6136231892,32.3670312811
260,29.739512104,29.9897863348,33.3463290845
270,30.8339888442,31.3919099661,34.5966559764
280,32.2774285678,32.6955107712,36.0480046681
290,33.9908304156,33.9841586113,37.7442122412
300,35.6031104995,34.8943781213,38.9552903707
310,37.1231530932,36.0305901656,40.3510068458
320,38.6522184665,37.5622009897,41.4809557333
330,39.8681635907,38.7083368939,43.0558019609
340,41.6396081488,39.9763125009,44.7003318205
350,43.0334124336,41.0322120441,45.7345402529
360,44.2154348489,42.1446114727,46.7861676804
370,45.5081377291,43.2696936915,48.0514711002
380,47.3952775462,44.4177706454,50.0471017538
390,48.5955681633,45.7704168019,51.1698282962
400,49.7191455762,46.6595170015,52.6108716089
410,50.824620622,48.0073008033,54.3032378635
420,52.0723092421,48.8189169608,55.9153019815
430,53.2111485467,49.7544445622,56.8825561046
440,54.7035615399,50.6845442448,57.8393067696
450,55.9385623437,51.6793065037,58.7150948
460,57.0466587732,53.032158284,59.6453111615
470,58.5694650732,54.0366163027,61.0102848635
480,60.2325230175,54.7975657206,61.8864159179
490,62.0005235993,56.2952085867,63.6045579525
500,63.8630803552,57.6946664122,65.1708029416
510,65.3340574283,58.6476088121,66.3483326451
520,66.890292834,59.5878494362,67.7553814592
530,68.7584088352,60.9316430666,69.1121496234
540,70.2068426121,62.1244905864,70.2858645012
550,71.5441134844,63.5184178568,71.4998676094
560,73.0134471478,64.4729894822,72.5811414857
570,74.4556336486,65.3452160934,73.8853797097
580,75.9471308958,66.7225466529,75.5221828728
590,77.3218251574,68.1146078883,76.8320719593
600,78.8489851444,69.1288169596,77.8230331347
610,80.0817534659,70.2225276719,79.1801214642
620,81.4071188666,71.0740630013,80.0767175022
630,82.9136190774,72.2116871716,81.1101213532
640,84.3739002622,73.6233136462,82.0121917622
650,85.7384164892,74.4041257739,83.529239108
660,87.4124548424,75.7078731549,84.7603396519
670,88.7606514315,76.4820113476,85.6001181407
680,90.2096538808,77.7078530947,86.5221338784
690,91.4878939278,78.4869086078,88.1909821955
700,92.1113449311,79.9161587623,89.6539238777
710,93.0447582822,81.3902657493,91.0443030137
720,94.2228466533,82.8590169743,91.975959666
730,95.3038816737,84.206166948,93.1884715899
740,96.9599325104,85.4136227891,94.5697397226
750,98.135681643,86.5184233704,95.6192954927
760,99.5165872394,88.0158347582,96.9511967121
770,100.717352851,89.0827427416,97.8243354262
780,101.812457097,89.8742041625,98.6921750733
790,102.973815495,90.7512851798,99.6519942316
800,104.278914391,91.6109387732,100.365641727
810,105.585267404,92.3089861147,101.634820399
820,106.748731512,93.6634620485,102.996049421
830,108.062058039,94.7879560049,104.325496041
840,109.347537562,96.022898284,106.32972006
850,110.507566882,97.2623552489,107.454193395
860,111.610279579,98.0119392331,108.485578531
870,112.672754534,99.0116532675,110.045792174
880,113.749844674,100.453122655,111.382290136
890,115.96814118,101.55976197,112.174897801
900,117.125964053,102.696551433,113.097099396
910,118.208790398,103.972188418,114.36154542
920,118.811212019,105.386576494,115.606092699
930,119.884000961,106.750978199,116.927349679
940,121.108026322,107.730199071,117.796523462
950,122.153545059,109.121192151,119.64955513
960,122.749399672,109.944793872,121.174512585
970,123.88192592,111.269882743,122.495120566
980,125.108972711,112.602337234,123.588680824
990,126.496572819,113.5998768,124.470447352
1000,127.994293496,114.876498033,125.897270104
1010,128.485269567,116.229137246,126.847975119
1020,129.528628939,117.17886835,128.296669321
1030,130.804548964,118.830565773,129.836856639
1040,131.897200568,120.010976034,130.376312089
1050,133.442407551,121.409074272,132.019349296
1060,134.561664821,122.831123371,133.090273988
1070,135.656564295,124.09895012,133.726037495
1080,136.613514165,125.258963405,134.948190922
1090,137.469304794,126.136702416,135.853425671
1100,138.569352584,127.489795389,137.069423555
1110,139.600844462,128.402315784,137.840991469
1120,140.716513207,129.347480866,138.692178244
1130,141.290333828,130.925421228,139.51333774
1140,142.733536694,132.414952287,140.631152372
1150,143.897520922,133.694010831,142.155927855
1160,144.94634943,134.788063456,142.327693311
1170,145.699939397,136.0952296,143.568718526
1180,146.434254881,137.704313527,144.670827558
1190,147.69136927,138.781313154,145.684923988
1200,148.939527405,139.870373312,147.650239374
1210,150.133195867,141.052400603,148.702055484
1220,151.210201521,142.208922359,149.629369557
1230,152.392202374,143.574015793,150.244792816
1240,153.256477319,144.345714403,152.038287262
1250,154.52493841,145.845489415,153.68254965
1260,155.522079606,147.159101261,154.427623095
1270,156.364004031,148.212249758,155.239875145
1280,157.628683595,149.680921504,156.605307032
1290,158.74481756,151.235855849,158.00179289
1300,159.820861722,152.451990489,158.670684052
1310,160.725581951,153.422414963,159.878132081
1320,161.761969356,154.706045981,160.574736988
1330,162.858194456,155.81197163,161.722301541
1340,164.430471942,156.807845829,162.996813126
1350,165.427047736,158.083151146,164.33655641
1360,166.178330112,159.211189503,165.795401459
1370,167.097307529,160.155501774,166.65482927
1380,168.502467747,162.010199232,168.032698534
1390,168.887132914,163.331290937,169.353839479
1400,170.235956536,163.957372184,170.576480302
1410,171.65659948,164.775070585,171.884364025
1420,172.777287775,166.079098473,172.80804931
1430,173.852055175,166.999206402,173.619898777
1440,175.021510413,168.160506626,174.36005722
1450,176.150192028,169.608065525,175.655278233
1460,177.39515809,170.841183442,176.965943733
1470,178.292319081,172.526405442,178.077584095
1480,179.431690027,174.283489056,179.432952974
1490,180.556055621,175.696996268,180.58737694
1500,181.3984146,176.480455929,181.922761762
1510,182.179238759,177.339841122,183.027987885
1520,183.588444479,178.565691917,183.71157598
1530,184.562504631,179.598143387,184.669868784
1540,185.594476968,181.056254398,185.929050668
1550,186.69807581,182.573651312,186.867936718
1560,188.168082558,183.631587002,188.423974681
1570,189.278159291,184.770833704,189.68163625
1580,190.861429512,186.515627172,191.029719834
1590,192.070848733,187.372192556,191.932646948
1600,193.145716518,188.540135269,193.088113461
1610,194.330429542,189.816585997,194.549095051
1620,195.370589991,191.35249421,195.692493081
1630,196.916147262,192.948788674,196.586441038
1640,198.138123252,194.219022286,197.548242431
1650,198.731877686,195.434386524,199.061120566
1660,199.783530647,197.211718904,200.251232931
1670,200.832668049,198.019385843,201.810861855
1680,201.720616828,199.468122826,202.946562292
1690,203.01393159,200.967453012,203.946696269
1700,203.952059853,202.009586964,204.899527833
1710,205.460840612,203.265934749,206.07111164
1720,206.765039622,204.605563363,207.606667898
1730,208.232633343,206.012782957,208.856212967
1740,209.275281777,206.898236409,209.687756269
1750,210.330110997,207.924428573,210.685053605
1760,211.211264308,209.220982912,211.454303193
1770,212.700525956,210.208958919,212.772427898
1780,213.268589885,211.150701121,213.576383027
1790,214.829086006,213.214747912,214.623613915
1800,215.515856141,214.504179244,215.576382588
1810,217.074465157,215.670967106,216.53552566
1820,218.077467236,217.271427568,217.94971788
1830,218.871925914,218.12802134,218.929975833
1840,220.043865495,219.711067709,220.443924313
1850,221.386316751,221.127111707,221.567925977
1860,222.763428402,221.980642149,222.743527056
1870,223.703225062,223.428555115,223.524290337
1880,224.74322551,224.856086267,224.397372488
1890,225.958177799,226.708418747,225.207584728
1900,226.475648527,227.516378339,226.238784231
1910,228.11886964,229.08615349,227.581083952
1920,229.151142472,230.44911745,228.235517643
1930,229.854144341,231.41561878,229.091856858
1940,230.963304815,232.552671284,230.314441226
1950,232.161535845,233.73022178,231.109357546
1960,232.922042137,234.758055326,232.121498133
1970,234.079509537,235.83863212,232.870400464
1980,235.050209645,237.204568961,233.752907514
1990,235.792926155,238.04723345,234.723471689
2000,236.88771857,239.145162671,236.059597752
2010,238.736210318,240.523624026,237.12483097
2020,239.30859938,241.436330776,237.977393774
2030,240.107785085,242.743670484,239.067143916
2040,241.23621235,244.022188192,239.83831735
2050,242.327397343,245.735105612,241.678652264
2060,243.278005377,246.681412608,242.880461425
2070,244.300863086,247.791919687,243.938363505
2080,245.630526668,248.554530214,244.912643534
2090,246.944145125,250.161601471,246.168646401
2100,248.687447344,251.242985384,247.218344878
2110,250.007593412,252.220284853,248.028207567
2120,251.510399469,253.64267644,249.365694477
2130,252.531483119,255.495654381,250.247042233
2140,253.492895595,256.684382678,251.826886005
2150,254.494489521,258.20347537,252.834437605
2160,255.844769945,259.524909486,253.962590738
2170,257.140741097,261.430877147,254.845409063
2180,258.160791076,263.026604817,255.82051
2190,259.401387513,264.326578955,256.679243243
2200,260.407417578,265.72189888,257.743195182
2210,261.601355155,267.412798953,258.554426154
2220,262.604532018,268.124152517,259.806162826
2230,263.824990491,269.81977556,261.245689669
2240,264.908461013,271.197077702,262.278954129
2250,266.112265991,272.7466857,263.349993308
2260,266.806250221,274.311588511,264.31196443
2270,267.715765663,275.4186575,265.149572452
2280,268.696883004,276.969655818,266.733512675
2290,269.666825259,278.5059813,267.664658871
2300,270.761501825,279.753777638,268.767265718
2310,271.673252987,280.608147008,269.420081724
2320,272.592592146,282.405200389,270.351427031
2330,273.752429777,283.44102088,271.837846353
2340,275.105345329,284.770467283,272.930697717
2350,276.297707765,286.154417137,273.852657771
2360,277.346763929,287.477931713,274.807883025
2370,278.651464568,288.551540576,275.971545956
2380,279.838297097,289.515904172,276.915966241
2390,280.803980709,290.468291669,277.987239689
2400,282.027033839,291.418231662,279.319439292
2410,282.888507735,292.410774823,279.926974703
2420,284.076005945,293.932412402,281.011365193
2430,284.969051644,295.194791343,281.751554412
2440,286.034395691,295.712447021,282.565417182
2450,286.992421299,296.797413677,283.568622402
2460,287.642267504,297.94633149,284.612109983
2470,288.641349764,299.348277761,285.308327137
2480,289.611131153,300.306402865,285.639770564
2490,290.929134068,301.505040064,286.222236014
2500,292.147036624,302.921574876,286.914784992
2510,292.94212133,304.091231394,287.537200149
2520,293.762058004,305.385940556,288.156873615
2530,294.709975923,306.244760571,289.105147871
2540,295.584715453,307.165499482,289.792908107
2550,296.436718567,308.119982849,290.892087789
2560,297.972920702,309.40244779,292.123211704
2570,299.604871193,310.891180762,293.381298565
2580,300.960970374,312.562344061,294.762548114
2590,301.970489484,314.024236267,296.655159048
2600,302.986007099,314.513213701,297.204376724
2610,304.271875268,316.139762007,298.90390234
2620,304.999949865,317.199891403,299.842522449
2630,306.216274606,318.327507019,300.998764861
2640,308.078674475,319.738042224,302.095919186
2650,308.674760987,320.952163365,303.108540867
2660,309.958265791,321.70028475,304.042609393
2670,311.409282323,323.077477417,305.150340696
2680,312.480291378,324.493541057,305.98344011
2690,313.397395055,325.848379627,306.872286165
2700,314.681170748,327.516250522,307.491198816
2710,315.865440633,329.247682534,308.212757472
2720,316.686141441,330.955434943,309.436966025
2730,317.7760297,331.594080708,310.734543107
2740,318.978423423,333.199084936,311.797857981
2750,320.54215164,334.583587961,312.814545134
2760,321.472752723,335.760503969,313.471902823
2770,322.524957058,337.018252829,314.781135313
2780,323.713804419,338.796336504,316.237054967
2790,324.830898836,339.966245636,317.303120185
2800,325.983393402,341.680310508,318.607583394
2810,327.032701614,342.681033435,319.000525384
2820,328.308746993,344.196712444,319.839476298
2830,329.752214401,345.6917963,321.371387012
2840,330.68289817,347.563216093,322.373010327
2850,332.007722552,348.949603902,323.464778119
2860,333.106985405,350.253190124,324.235877153
2870,334.820102291,351.226990541,325.150720522
2880,335.981153243,352.599931919,325.751136287
2890,336.767931172,353.774432685,326.922905776
2900,338.275586273,355.204887221,328.02515765
2910,339.489484655,356.227627288,328.803502791
2920,340.874113403,357.945043418,329.8048477
2930,342.35082821,359.585902726,330.496048259
2940,343.579816682,361.000070555,331.442394467
2950,344.787966994,362.301517013,332.839348682
2960,345.707701371,363.374326564,333.590858152
2970,347.143195962,365.070791059,334.419627423
2980,348.840418937,366.490682494,335.613736119
2990,349.896379204,367.163698975,336.348721505
3000,350.799580241,368.380496045,337.111689086
3010,352.45463504,369.609007608,337.689154247
3020,353.623018764,370.718784082,338.515146796
3030,355.412169646,372.100983964,339.415282952
3040,356.34653156,373.065132627,340.133448294
3050,357.240216984,374.105531897,341.47017647
3060,358.615292044,375.486100186,342.762273361
3070,359.983669341,377.24374963,343.590307718
3080,361.133060398,378.612299896,344.220681981
3090,362.299148071,379.384534478,345.231874887
3100,363.777224341,380.505787012,346.527540604
3110,365.235864379,382.334410479,347.44604507
3120,366.758333435,383.593091975,348.506550003
3130,368.21301781,384.835046345,349.23349805
3140,369.475023585,385.905809431,349.924504696
3150,370.876731564,387.337248909,351.263905002
3160,372.118197604,388.133384295,352.285744267
3170,373.368267926,389.504528835,353.255748096
3180,374.28657929,390.601257028,354.401171491
3190,375.345946108,391.859109332,355.231810372
3200,377.140626445,393.855747199,356.795026002
3210,377.826813934,394.59588484,357.389853857
3220,379.693487606,395.788806005,358.654469605
3230,380.843884282,397.389049111,359.507887405
3240,382.031147636,399.132098102,359.813058593
3250,383.739229109,400.664527198,360.865762616
3260,385.143352891,402.474283946,361.788200093
