CLUB,358.241768735
SCLUB,89.3070321072
LinUCB,13.2371125986
CLUB,340.479650833
SCLUB,80.332809469
LinUCB,12.7308910382
CLUB,281.870747734
SCLUB,81.1060402018
LinUCB,12.1929486253
CLUB,193.238441016
SCLUB,99.0017834098
LinUCB,13.7519819423
CLUB,132.668965825
SCLUB,114.643465744
LinUCB,13.9659656712
CLUB,156.678234044
SCLUB,109.516923956
LinUCB,12.0011639821
CLUB,25.6851894693
SCLUB,21.9169705733
LinUCB,11.5340255338
CLUB,146.382972338
SCLUB,92.7913347836
LinUCB,15.8657147163
CLUB,140.007369047
SCLUB,99.2339606746
LinUCB,12.0996548039
CLUB,125.118355256
SCLUB,93.7195462887
LinUCB,14.0322171025
CLUB,178.555898217
SCLUB,70.2001711057
LinUCB,13.2279928083
CLUB,181.142961797
SCLUB,115.842921866
LinUCB,11.9756402904
CLUB,138.313873284
SCLUB,76.9163974838
LinUCB,11.7865081226
CLUB,179.856341531
SCLUB,90.4494186073
LinUCB,9.67387697395
