Time(Iteration),CLUB,SCLUB,LinUCB
0,20.3446210445,21.8549934105,21.2799224752
10,272.238430799,207.454711795,158.774742181
20,479.264917543,359.380356185,238.41336701
30,657.921705062,493.376058296,285.631584911
40,824.014672932,595.406386784,322.211256216
50,940.481471682,684.585613198,350.511478478
60,1039.36027575,763.471158617,373.757433698
70,1129.78771624,844.155969402,392.496064845
80,1202.61318527,921.12613013,410.210195879
90,1273.47246464,987.631496015,426.164182627
100,1329.48935307,1041.00977383,439.213831307
110,1385.94746268,1093.39865372,450.505332977
120,1436.43680683,1133.85850465,462.170549914
130,1479.77375018,1171.46039321,472.612655556
140,1517.04848068,1204.995179,482.720364844
150,1551.63148213,1234.79247815,490.968976064
160,1586.27378605,1261.02278131,501.075193333
170,1615.21660714,1284.49553958,509.434661975
180,1638.61542584,1309.17520523,516.71409112
190,1660.15682149,1329.69244616,525.044538735
