CLUB,16.3168987508
LinUCB,7.91380773354
CLUB,16.8790628363
LinUCB,8.01666395528
CLUB,17.4116927097
LinUCB,8.00579023681
CLUB,130.145617676
LinUCB,13.7480688744
CLUB,216.491000449
LinUCB,11.1681481121
CLUB,147.36660392
LinUCB,17.1333372838
CLUB,198.07960846
LinUCB,13.4144019964
CLUB,312.494818964
LinUCB,10.2126610091
CLUB,210.428265475
LinUCB,14.0436182721
CLUB,165.676357849
SCLUB,165.676357849
LinUCB,9.64860927357
CLUB,140.744187323
SCLUB,140.744187323
LinUCB,14.251470297
CLUB,131.830912097
SCLUB,131.830912097
LinUCB,13.1504219662
CLUB,141.067791691
SCLUB,68.4322824805
LinUCB,19.882830138
CLUB,238.21387181
SCLUB,209.165959186
LinUCB,12.151162301
CLUB,251.47048778
SCLUB,59.6629992334
LinUCB,12.3774765723
CLUB,119.793588077
SCLUB,48.9835915621
LinUCB,11.3739848322
CLUB,138.466708674
SCLUB,38.4753175268
LinUCB,8.49106024545
CLUB,143.005911863
SCLUB,38.8844988692
LinUCB,10.9562947589
CLUB,114.700938755
SCLUB,87.0693435231
LinUCB,12.5084306824
CLUB,6.47237142737
SCLUB,4.39135268848
LinUCB,4.67579436391
CLUB,135.683230751
SCLUB,64.6090753511
LinUCB,14.8426229532
CLUB,102.375373492
SCLUB,65.5092051796
LinUCB,9.14871129836
CLUB,123.804200189
SCLUB,59.8312766425
LinUCB,10.3026155897
CLUB,1387
SCLUB,4550
LinUCB,0.0
CLUB,169.373408375
SCLUB,74.6441648439
LinUCB,7.92844964917
CLUB,910
SCLUB,4550
LinUCB,0.0
CLUB,71.1489769219
SCLUB,36.9417709503
LinUCB,13.105535072
CLUB,1447
SCLUB,4550
LinUCB,0.0
CLUB,93.0965448087
SCLUB,55.5771592508
LinUCB,14.7632832878
CLUB,103.851672539
SCLUB,61.3508550946
LinUCB,15.1322767749
CLUB,139.747591954
SCLUB,87.8844231371
LinUCB,11.4447241219
CLUB,108.829339364
SCLUB,54.3470326172
LinUCB,10.8749638798
CLUB,114.045919683
SCLUB,52.2071999402
LinUCB,5.85991609514
