Time(Iteration),CLUB,LinUCB
0,0.250283705528,0.250283705528
10,1.67575973301,1.64141609091
20,2.50227535925,2.50739351309
30,3.23373112655,3.54268542726
40,4.68036626828,4.81772549889
50,5.87299768467,5.97757404382
60,6.67494436426,6.96791117778
70,7.25830774947,8.15754058065
80,8.46025681401,9.9147640028
90,9.27820857776,11.5886058029
100,10.2229397979,13.3128570884
110,11.5355123755,14.7509774333
120,12.7733370725,16.2585499255
130,13.9302269577,17.653237602
140,15.3292426385,18.9038744163
150,16.7489211969,20.5487171895
160,18.130729309,21.9741734148
170,19.1381262589,23.4183121914
180,19.8321584217,24.2563594393
190,20.8008442412,25.7311340794
200,21.7480302018,26.650904483
210,22.7623490581,27.9955306328
220,23.9157271016,29.1027214231
230,24.5420673277,30.3959555083
240,25.5306527296,32.0890227169
250,26.8432804748,34.1000560191
260,28.7167715674,35.8050641687
270,29.7010413744,36.8267396634
280,30.4457776301,37.9872528881
290,31.4308162396,39.1875186693
300,32.6023414683,40.0801530296
310,33.787274781,41.6942507872
320,34.6015103715,43.1492983463
330,35.5160299961,44.132378051
340,36.9916630411,45.55341858
350,38.4585935134,47.4410763765
360,39.543230767,48.8768271939
370,40.4784197679,50.1522470782
380,41.4524437664,51.5917279301
390,42.6357323086,52.7611799394
400,43.472993191,53.7663384104
410,44.1746837442,54.5657558848
420,45.1867835353,55.6387001972
430,46.4388974839,56.5611106863
440,47.5580441686,57.9933078842
450,48.6900440263,59.1823902552
460,49.7707708278,60.6840120887
470,51.120170052,62.518845549
480,52.6980818918,63.3099579781
490,53.9143770741,64.2322375266
