Time(Iteration),CLUB,SCLUB,LinUCB
0,3.00649491504,3.10383078007,2.40708212881
10,22.6633365978,21.5861867223,11.1114578132
20,43.0161455108,30.2757187585,11.2676584027
30,64.8150440536,41.3921132795,11.2959271042
40,81.5753264689,48.2043304976,11.4286515445
50,97.0924701438,56.1792152434,11.5165301067
60,105.677213386,60.3914523139,11.5669927848
70,113.195970568,63.142335843,11.5833706501
80,117.605872766,65.2164795169,11.5893890092
90,121.734942169,67.6800308956,11.5997769533
100,123.334044416,70.3223844761,11.6733884885
110,125.323449268,71.1367648598,11.6937544181
120,126.539848115,71.9060280302,11.7004196979
130,128.033751632,72.5976654602,11.7023260123
140,130.28847996,73.3123824961,11.7129374242
150,132.372133497,73.8408807286,11.7249940665
160,133.926449638,74.5509312048,11.729866715
170,136.35090219,75.4777966543,11.7667796174
180,137.302457835,76.4464484914,11.7836145936
190,138.313873284,76.9163974838,11.7865081226
