Time(Iteration),CLUB,SCLUB,LinUCB
0,8.34321681273,7.45739360811,8.77722989841
10,87.8926469859,53.1088514916,24.0701121798
20,151.676423684,78.0083088997,25.0003618671
30,195.047498056,102.797290179,25.5242192116
40,212.469362745,125.170502103,25.8536800069
50,227.216328769,145.937568878,25.9649530893
60,243.086301079,163.553032126,26.0271535757
70,263.692895922,181.687845562,26.1181935396
80,284.79529482,196.525366134,26.2009619209
90,304.477845705,210.703365305,26.4503689669
100,323.593441768,223.538039699,26.4947581983
110,342.084973847,235.078222545,26.5703807365
120,362.843440158,249.870107332,26.6057629582
130,382.272144022,260.196432919,26.6858161698
140,397.247107045,275.801459995,26.8098436349
150,414.048106133,291.441256192,26.9326571305
160,431.023060765,304.503748929,27.0061350054
170,444.574649352,316.056174437,27.3028410233
180,455.536126537,325.599279361,27.4415090306
190,470.233722829,335.199077594,27.4696865781
