Time(Iteration),CLUB,SCLUB,LinUCB
0,0.76386506429,0.76386506429,0.76386506429
10,5.9675287016,3.87072784578,3.51922058225
20,10.7867902441,8.57284319894,8.50990290969
30,14.9730393146,10.3208621937,10.9044507989
40,17.6775954972,13.2638051371,14.4191560503
50,21.5121079609,14.5534513699,16.9118861823
60,25.4572214635,15.9056682056,18.6060231688
70,29.9158037833,17.9609057178,20.6246560037
80,33.6296293925,19.7479408489,21.8772335189
90,37.5187489341,21.5600338797,24.0899514232
100,40.9231845714,23.6301057397,27.3549621763
110,45.3728841418,24.9753719476,30.0054265558
120,49.2843528222,27.2513879572,32.1469657564
130,55.0162435272,30.3946293399,33.8434391037
140,59.2219653188,34.2792645153,36.24387501
150,63.4651244665,36.9934628942,37.3079096339
160,69.3110563694,39.2369563934,40.3052827422
170,73.3538795807,41.965611694,40.6737129528
180,75.6944890298,44.2045487729,41.6868213494
190,79.639068396,45.7771387284,44.426183912
