Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0,0.0,0.0
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0559183985953,0.0559183985953,0.0559183985953
10,3.43264844839,5.21377747046,5.15785907187
20,6.40694309659,9.26556540301,8.83670661792
30,11.1414209761,12.3031136015,12.1961269839
40,15.2224592108,15.5305376048,14.8639091993
50,20.101485628,18.5876017866,19.4191059703
60,23.0240230832,21.2618511701,22.3942310049
70,27.0348939472,25.4277634692,26.6125710299
80,30.0776422973,29.5796482691,30.6942688883
90,31.6875463085,33.3689041453,32.8528583038
100,35.7127348678,37.7727802417,36.9843883888
110,39.1888282587,42.7854844415,41.1490143324
120,42.1038154622,45.2930106313,43.1738160262
130,46.2517825672,49.2878385532,47.2009114749
140,49.5053362048,51.6389724514,49.6884894983
150,52.148533033,54.8696737866,52.0326496884
160,57.1014943286,57.6189196963,54.7856459332
170,60.0412963948,60.6525324399,57.3784049355
180,63.8520338202,63.3189013292,59.6695625836
190,68.7267708711,64.5963223903,61.9474784089
