Time(Iteration),CLUB,SCLUB,LinUCB
0,0.471190764724,0.471190764724,0.475207346898
10,4.56186523174,3.31809163764,3.54312919147
20,7.26757208139,6.43255706066,6.80111360927
30,10.5353928514,9.35859828627,9.31943844784
40,12.9539501689,11.1812828742,11.6475669696
50,15.3397280742,13.5272265655,15.4165902347
60,18.3399026585,16.7208177552,17.3151129023
70,21.3292441,19.6501098119,19.4634269499
80,24.1393286898,22.3508389549,23.103062057
90,27.5730591277,24.993675693,25.3133885057
100,30.64521183,28.3776726705,27.2991005791
110,33.9027020939,31.8206180704,29.7807193244
120,37.1024089465,34.2038021938,31.1694910889
130,40.9260683148,37.2894117459,33.5307262478
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.362063796692,0.362063796692,0.362063796692
10,2.99673992823,3.10051656234,2.35862183656
20,6.03459917392,6.53424559515,4.86177708982
30,7.54851563378,8.048162055,6.40756597248
40,10.4389019434,10.9385483647,9.32699430358
50,12.9632882233,13.4177300387,12.3072994284
60,14.5376963891,15.4022503833,14.8969458539
70,17.4731103257,17.6242443552,17.4583370847
80,19.6259111969,19.4077135664,19.0215854125
90,21.355529978,21.3247509419,20.2230688945
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.432550800682,0.432550800682,0.432550800682
10,3.34999422413,2.53222975896,3.78465188224
20,6.52435681673,4.97397502009,6.7096321555
30,10.0593838964,6.36788033894,9.32473668503
40,13.9238671177,8.84065044022,11.990524816
50,16.6821996792,10.225450069,13.1585890548
60,20.2048188974,11.9877157602,15.1071649575
70,22.8801352862,12.9980764149,17.4824081323
80,25.9063043734,15.3829324305,19.7904886914
90,28.958981129,16.9263547782,21.597386273
