Time(Iteration),CLUB,SCLUB,LinUCB
0,16.4555964976,22.8297228678,22.7580294082
10,209.118317794,243.511209378,150.812061197
20,385.572459272,418.06996912,204.516467973
30,548.801316511,547.188133328,226.060506259
40,705.970789297,676.784097428,238.251513833
50,852.432802531,790.027617751,245.320545368
60,980.518028218,892.470410243,249.774762938
70,1101.25365744,989.714065583,254.562394874
80,1213.7968886,1088.19294901,257.760928233
90,1307.06694201,1167.37190511,261.092863898
100,1399.10733448,1242.55779513,263.536733787
110,1478.65386904,1315.30108999,265.340253501
120,1553.74266024,1381.3196166,266.956601189
130,1621.64694864,1448.92210757,268.15819743
140,1688.98315089,1512.83993196,269.595378975
150,1748.69881821,1573.41167737,270.793723694
160,1805.8171425,1623.36335067,272.19706198
170,1861.72988888,1672.19325946,273.044847106
180,1913.86122196,1711.46665766,274.327207926
190,1965.50721269,1753.51403175,275.452411679
