Time(Iteration),CLUB,SCLUB,LinUCB
0,0.744524952658,0.744524952658,0.744524952658
10,2.73063200652,2.66818412603,3.30319502343
20,4.56871357805,4.53006443641,4.81593117639
30,6.65854963228,6.06989940433,6.96357739564
40,9.41171843983,8.54982078396,11.5344442624
50,12.1400003829,10.0231346557,14.6687406609
60,14.1869653226,11.6622983732,16.2429743167
70,17.3565891555,12.8210700509,19.3398632113
80,19.0597922849,14.9865397723,21.9333358617
90,21.5376357652,16.8785909686,24.6337776447
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0165933291606,0.0165933291606,0.0165933291606
10,1.22038352871,1.62822931659,2.01550141452
20,4.28815896035,4.30356801451,4.18999420343
30,5.39227335987,6.0298140717,6.20466200075
40,7.07973897707,8.19438294389,8.34126536857
50,9.3669369236,11.1434101014,11.3361825282
60,11.1598091635,13.234435309,13.5185206299
70,13.2922547355,15.0618384877,16.2398156562
80,15.0899143109,17.6045397662,17.6761832769
90,17.5122608375,20.2597937519,20.2686590412
