Time(Iteration),CLUB,SCLUB,LinUCB
0,4.31973339943,4.62857492498,3.30086826436
10,30.9750608093,28.7195305356,12.4645680953
20,50.6979444441,37.1794631751,12.7740960105
30,67.242265479,46.4140569328,12.9152179273
40,76.4795112799,60.2019497973,13.0678203003
50,83.0704682058,66.0061393702,13.1933595283
60,87.9187578583,70.8083393039,13.3012070627
70,91.3056606558,75.898809215,13.4000010641
80,96.4309013784,82.0137862213,13.4358678535
90,100.819444712,88.3852701932,13.555208215
100,105.105012982,97.623948598,13.5853029351
110,109.166108876,100.562949109,13.6148778105
120,112.846625879,102.848650646,13.6186792737
130,115.543218108,105.021478363,13.6561738245
140,117.183031639,106.586462667,13.7166917811
150,123.03258619,108.829786201,13.7568869255
160,126.072369433,110.364072249,13.8530913546
170,127.951709961,110.979939638,13.8674936653
180,130.780238633,112.80076399,13.9007819645
190,132.668965825,114.643465744,13.9659656712
