Time(Iteration),CLUB,LinUCB
0,0.0,0.0
10,6.03989777098,5.39041811922
20,11.3628360585,10.1739422163
30,17.5555084097,14.6179347311
40,22.3478975627,19.2108116665
50,26.7335625499,21.6139726396
60,31.4948071742,24.4590915167
70,36.1017375371,27.4526886268
80,40.346697059,31.8554941297
90,45.0549912329,35.4984384864
100,49.6615384091,39.390011877
110,53.8012314105,43.308640558
120,59.1673577103,47.8897518263
130,63.7735840555,53.6610860462
140,66.6714985176,55.4039537675
150,72.4123787975,60.0818177654
160,76.8603999995,63.8449056879
170,82.9792398298,68.7190904623
180,87.2862021047,73.3468516113
190,90.5748613669,75.2885296713
