Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0,0.0,0.0
10,3.52411073328,3.2726705954,2.76077941481
20,6.10565745659,6.47763427261,6.92946591634
30,10.936697024,10.6322025639,10.3713431127
40,14.272794187,12.5642160887,14.0617013287
50,18.6017567102,15.3325487501,16.345620606
60,23.3958227938,18.4115449055,21.0222419856
70,26.4331365397,21.4024207377,23.0886217882
80,29.6045870425,23.9207752054,25.6397027591
90,34.372674032,27.1077020929,30.228673388
100,36.2768690005,28.9783207675,31.8782042611
110,40.6025617612,30.9096325937,33.6672551692
120,43.8549583612,32.5019947473,35.4560203053
130,46.4009392901,33.8596625433,38.9975422264
140,48.2080848477,35.5864930896,40.165245246
150,51.9298311471,38.0785829283,42.4314113423
160,54.4758726715,39.919113979,45.3416051235
170,58.1655209623,43.2829920466,49.6202678235
180,61.0380401514,45.9348036465,54.3326223976
190,64.463825166,47.9248699893,56.483425955
