Time(Iteration),CLUB,LinUCB
0,0.819366053144,0.819366053144
10,3.38335750358,3.9607055683
20,6.68634844011,6.55364886204
30,9.17135190528,8.8928209471
40,11.1720475914,12.0795105717
50,15.2910603453,14.9421222951
60,18.217787183,16.2032781411
70,22.0036569898,18.1914638628
80,25.6094511818,21.1055423045
90,28.7910234281,22.820781617
Time(Iteration),CLUB,LinUCB
0,0.737970791731,0.737970791731
10,3.27767716769,2.64927349876
20,5.59364290767,4.19257250905
30,8.6193598971,5.7900285162
40,11.0576360581,7.98098180046
50,13.6314534306,10.2026582489
60,17.663131945,12.7782793906
70,20.7443092771,15.1328021636
80,22.7674748455,16.2696555118
90,26.2050356225,18.5937095959
