Time(Iteration),CLUB,SCLUB,LinUCB
0,0.113769954086,0.113769954086,0.0632736632387
10,1.07300221805,1.50380424125,1.38204977386
20,2.08467031644,3.07047154341,3.04295619807
30,2.81435192682,3.94122524312,4.65821855934
40,3.64785055581,4.58489740461,5.76381699451
50,5.16405383466,5.70484918052,7.3372553932
60,5.85652691039,6.93396255619,9.28827949698
70,7.29870779427,7.88593680641,10.7137993552
80,8.34022804193,8.91158267867,12.072853852
90,9.57112017072,9.63955014311,13.9108466681
100,10.4585779259,11.0699040908,14.7324407407
110,11.4342422565,11.3820315541,16.5527280726
120,12.013249827,11.9938988233,17.9930464831
130,13.0889409456,12.8900440107,19.3710163722
140,14.5171034843,14.1893886853,20.0373102487
150,15.4732543159,14.821243511,21.4480849797
160,16.6326197076,16.132258213,23.4422093106
170,17.4920505479,16.6628940855,24.7335040873
180,18.472291636,17.7217778592,26.0010083057
190,19.5918385873,18.7457425966,27.1766305841
200,21.3227624086,19.7611076336,29.0648744891
210,22.1051918514,20.889049599,30.0100857717
220,23.0361267665,21.663819869,31.0147058704
230,24.5507351995,22.8742047229,32.5333709343
240,25.7341594825,24.0303730759,33.9955719932
250,27.2028558211,24.4665417799,35.1450243243
260,28.5712996052,25.3800584156,36.4852041538
270,29.4431802621,26.6288229356,37.2482037679
280,30.8659046762,27.7814353235,38.7787323908
290,31.7135419042,28.1626609443,40.4712400631
300,32.7410470038,29.1443993943,41.5658966069
310,34.4007079883,30.1560065331,42.6117794766
320,36.204446236,31.0259240144,43.952466381
330,37.6968067322,32.4605146426,45.7920817672
340,39.098007342,33.2537945562,47.1162790469
350,41.0721315501,34.2521983997,47.9118392332
360,42.4588809655,35.1028259743,49.2789413924
370,44.9970620671,36.3911287982,51.0516723141
380,46.5134187862,37.2888759732,52.6411532181
390,47.7008533115,38.1935263212,54.2767844839
400,48.4873332169,39.569696623,55.7659059728
410,50.1564429999,40.2352690124,57.4404186497
420,52.0348862584,41.3223071185,58.5500675366
430,53.5656030716,42.3429974079,60.3805832918
440,55.1143611007,42.8924011705,61.5984053732
450,56.7807621832,44.1896000201,62.1304742816
460,58.5269281915,45.4980643487,63.7272520877
470,60.128057897,46.5178891309,64.9660939048
480,61.6303763807,47.8935652584,66.4810203478
490,63.1098512672,49.0147756951,67.7352626203
500,64.7078991912,50.2442314571,68.7839937859
510,66.2331535212,50.8571513813,69.7856808571
520,67.9817276066,51.6331178114,71.2727579167
530,69.394043671,52.9619145192,73.1533773591
540,70.6102254997,54.0035418581,74.369842178
550,72.0788352908,55.768386113,75.9737613081
560,74.4145506281,56.6112475249,77.6030166887
570,76.2164279083,57.6634658841,78.8666054438
580,77.7877137754,58.8161593347,80.4795207195
590,79.4775721374,59.7745828642,82.2675201478
600,81.5320523408,61.1835063222,83.9471253449
610,82.6128973225,62.4333842431,84.6689711006
620,84.333517468,63.774141526,85.9830304313
630,86.0182361049,65.6662014671,86.5986094518
640,87.1610880992,66.5080314583,88.2162134532
650,89.0903898113,67.4744573818,89.5952064465
660,91.0518442686,68.4688440163,90.9680093514
670,92.8036900883,69.2220706114,92.1565813428
680,94.1957111461,70.3785539849,93.4725396207
690,95.3432393678,71.7802604596,95.1155667402
700,96.5328795534,73.0641402354,96.2777383447
710,98.0919734268,74.1385339527,97.3157004826
720,99.2484155197,75.5910455366,98.8878204999
730,100.684064729,76.4152153444,99.943889607
740,102.307704088,77.2651085505,100.911651722
750,104.076859756,78.3760878266,103.097271614
760,105.668168774,79.1714634893,104.146153364
770,107.687048526,80.1106875014,105.757428346
780,108.971940687,81.3652385563,107.45683588
790,110.434525179,81.992240141,108.655437097
800,111.651853828,83.0053396191,110.390946754
810,113.992132974,84.6618879185,112.064323883
820,115.903947707,85.8429930583,113.206409507
830,118.006186699,86.988090646,115.20011877
840,119.202135437,88.8624509517,116.50617185
850,120.2768322,90.2449027323,117.593254638
860,121.253938328,90.8354445769,118.574692786
870,122.242800524,91.5680272171,119.717922232
880,123.121830057,92.4005281464,121.114126062
890,124.047455396,94.3019841381,122.588954911
900,125.459597814,95.0962454509,123.895041659
910,126.550956616,96.0979150942,125.726464085
920,127.4503495,97.1885596877,127.021012472
930,128.228633044,98.6826231994,128.498539738
940,129.627745011,100.327465056,129.462362401
950,131.424975085,101.894296139,131.050496598
960,132.588368508,102.977957773,132.783283373
970,133.604937393,103.998654143,134.145098919
980,135.056755116,105.295788558,136.099279292
990,136.073971561,106.683249331,137.442314247
1000,137.489426433,108.331819305,138.337299897
1010,138.647392696,109.235452737,139.600987662
1020,139.662054059,110.547094711,141.00851906
1030,140.650363654,111.599621226,142.187047365
1040,141.448633052,112.291564943,143.447528791
1050,142.078542037,113.175602044,145.351106598
1060,143.867931724,114.353395415,147.130532686
1070,145.115170063,115.639047257,149.113011327
1080,146.538303152,116.658572169,150.872573626
1090,148.346768748,118.105450848,152.601003997
1100,149.026518524,119.413321889,153.912378056
1110,150.109542038,120.907571307,155.011792694
1120,151.140231564,121.775842112,156.573224243
1130,152.376722788,122.742994315,157.929975172
1140,153.744545093,123.688589341,159.148394056
1150,155.193271767,124.896103877,161.110881292
1160,156.603542096,125.55440693,161.888717962
1170,157.928526804,127.016070313,163.473466073
1180,159.304633327,128.115805216,164.860102938
1190,160.669156563,129.121578832,166.003880865
1200,161.780722563,130.156950911,167.248686779
1210,162.723840319,130.748364962,168.654709693
1220,163.639076013,132.443147164,170.063365848
