Time(Iteration),CLUB,SCLUB,LinUCB
0,0.259882822939,0.259882822939,0.259882822939
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.296069531806,0.296069531806,0.296069531806
10,2.58810896775,3.23440474298,3.23440474298
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.761597240277,0.761597240277,0.761597240277
10,2.06373772973,3.39037486203,3.29769460367
20,3.97316495075,6.60056541756,6.48945943449
30,5.62672049657,8.13890464501,8.30002398066
40,7.95566350872,12.1694331525,12.7213318303
50,10.1758115652,14.283006465,15.3412696484
60,12.9614920985,17.4311215566,18.8130818573
70,15.9154972368,20.7249534705,21.4601954446
80,18.4905642368,24.0769127882,23.6478140642
90,21.7573943774,26.5637309191,25.553843903
100,24.1593420101,28.9894247947,27.8152652206
110,27.0640845086,31.7852409573,29.792956182
120,29.9617316725,34.9636601186,32.4614108464
130,32.5910207048,37.4008207137,35.3625860477
140,34.9833266369,40.9269269405,37.553448072
150,38.2951593585,44.3715549077,40.0899927214
160,40.2021181848,47.1929826246,41.2110041563
170,43.0925346799,50.1029421299,43.2687222304
180,45.0518654179,53.7754558795,44.4672612935
190,47.395538723,55.1420307788,45.6050577298
