Time(Iteration),CLUB,SCLUB,LinUCB
0,4.23458923054,5.32769937182,5.453532442
10,71.4507372065,32.9326379303,21.1254171118
20,129.95766142,40.0905957433,22.2616326423
30,167.775120039,52.351972457,22.8225280386
40,193.515875194,60.7696359883,23.160222116
50,211.0121705,67.6199436293,23.329046971
60,222.849068271,76.8611414478,23.4298706128
70,241.079167299,81.22099521,23.5270048591
80,262.684517212,84.2779751401,23.6124737552
90,280.64818187,88.493013939,23.6503307558
100,300.282403723,92.5334176966,23.7378608661
110,316.289691811,94.6752668791,23.8037470141
120,335.940577889,98.7667887033,23.8243938215
130,352.530647401,102.439640832,23.9203350139
140,367.145709566,105.626802156,23.9668794928
150,378.062714691,109.243854394,24.0419403832
160,387.431508673,112.108076496,24.0955339555
170,392.771948707,113.716121817,24.1627302398
180,396.696848366,114.973327086,24.1881702924
190,402.887711037,116.16823433,24.2117938151
200,410.490480968,117.359789286,24.2769974376
210,417.283435223,117.714303735,24.3021880924
220,424.034614486,119.221864587,24.3693551196
230,430.804600356,120.880648427,24.4604485933
240,438.230791846,123.478813523,24.5030034713
250,448.185014311,125.917755654,24.5281895752
260,456.821366161,127.448204965,24.5489989848
270,467.242009572,129.858565511,24.5863857697
280,478.340883386,130.625736624,24.6234793909
290,486.325237506,131.804063079,24.6920770832
300,494.962156921,132.591773583,24.7269539203
310,502.143070286,133.702677583,24.7861641638
320,509.508558878,134.621125335,24.8001609116
330,518.557822989,135.609524419,24.8312929134
340,525.838016599,136.497317278,24.8390534681
350,535.01532099,137.836682434,24.8629625126
360,542.255261913,138.710355971,24.8739825451
370,549.001344456,140.069070133,24.8800258629
380,556.172919511,140.988648917,24.9151275254
390,561.987288888,141.882277678,24.9348016629
400,567.797093367,142.377430672,24.9432581905
410,573.882383515,143.056184283,24.9668951559
420,579.781901164,144.349835028,24.9820023989
430,585.425332907,145.11025554,24.9958544189
440,590.226891065,146.914361721,25.0455035745
450,596.617582019,147.708469418,25.0653873076
460,602.711871637,148.872350694,25.0914807304
470,608.7322172,149.953732272,25.1066696409
480,614.654915323,150.396394877,25.1741172167
490,620.583931554,151.689089844,25.200257279
