Time(Iteration),CLUB,SCLUB,LinUCB
0,4.42402944226,4.74099407026,4.94980728985
10,52.4999472241,51.1603744366,33.7145312493
20,96.2872922798,78.3103380604,47.1424418736
30,132.99191278,104.660280995,57.0422312043
40,166.429402296,125.817561184,64.9641974008
50,192.564362555,141.524451446,69.4786806312
60,213.626027801,153.241064998,74.4267985066
70,228.588726073,163.375537768,77.9363324671
80,241.167948056,171.912387624,80.9265872481
90,248.780971498,178.534343636,84.4923455031
100,255.160220687,185.560572676,86.7682424065
110,260.770796633,191.472927572,88.9070131809
120,264.492013973,196.033037263,91.1654049808
130,267.759714703,198.983769247,93.2411019514
140,272.443073951,201.843751389,95.5643851941
150,275.5863229,204.227616474,97.1172284962
160,278.73319709,207.070331595,98.6163950953
170,281.119070916,209.622905568,100.373725396
180,283.927616808,212.055229295,101.69014622
190,285.640733023,213.733454167,102.822524286
