CLUB,169.162074227
LinUCB,175.868559265
CLUB,262.176033577
LinUCB,199.534398631
CLUB,90.4237390413
LinUCB,84.0184868931
CLUB,90.5748613669
LinUCB,75.2885296713
CLUB,81.1430524874
LinUCB,60.6078457231
CLUB,199.637575828
LinUCB,197.299927189
CLUB,60.0696667479
LinUCB,58.0497245905
CLUB,53.9143770741
LinUCB,64.2322375266
CLUB,168.29917445
LinUCB,165.487791936
CLUB,373.81859484
LinUCB,360.532703659
CLUB,26.2050356225
LinUCB,18.5937095959
CLUB,217.626438181
LinUCB,192.762494181
CLUB,64.463825166
SCLUB,47.9248699893
LinUCB,56.483425955
CLUB,304.277908941
SCLUB,201.350588189
LinUCB,235.003897161
CLUB,302.10580693
SCLUB,170.448782918
LinUCB,208.693541163
