Time(Iteration),CLUB,SCLUB,LinUCB
0,0.0316815585108,0.0316815585108,0.0316815585108
10,4.44624606877,4.00817326857,4.00864372289
20,7.72556187967,6.87988026582,7.15324348539
30,10.0288560631,9.16677909385,10.2897256608
40,11.9848479801,11.3991169918,12.4356622076
50,14.3627169089,13.9907733687,14.8020477941
60,17.2091163586,15.4712814428,17.255958671
70,19.3017336522,17.8735732648,18.627881962
80,21.351186588,20.0735227726,21.0177291386
90,22.7263448375,22.9840775496,23.1914433531
100,24.9142666379,24.9647121529,25.0809530221
110,27.9139251558,27.1354299129,27.7337629786
120,29.2312069058,29.7886944094,30.5768389171
130,31.5980287424,31.4187198175,32.6669979152
140,33.3700635162,32.9504594457,34.0720116918
150,35.2447586072,34.5881868361,35.4488262448
160,36.2649203015,35.7617343496,36.1240536
170,38.6031960492,38.0559156706,38.1248804492
180,40.4134482061,40.0358444198,39.6258978892
190,42.6115307003,41.106943703,41.232797864
Time(Iteration),CLUB,SCLUB,LinUCB
0,0.484129981539,0.484129981539,0.484129981539
10,3.89202029721,2.91105103125,2.91105103125
20,7.12057830815,5.20580223575,4.60347377255
30,10.1563395471,6.3155251254,6.29436945434
40,13.8575902296,7.5479134214,9.04907984935
50,16.7508340415,9.77078494313,9.97159682343
60,21.2595964141,13.1128654147,13.6131315997
70,25.0408385871,15.261083684,15.7512046116
80,29.9327294839,17.7882360465,17.7662466738
90,33.1683702861,19.8928384989,18.9194709794
100,35.4320509568,21.138421563,20.0172330315
110,38.0288206453,22.4248643128,22.1361022099
120,41.8415404456,25.0757557989,24.7128394599
130,45.3688626979,26.8223014286,26.2999863733
140,49.8377621812,29.690984949,28.4248279909
150,53.1774081479,31.9404980622,30.3706457885
160,57.4057265362,34.9642829608,32.3320147234
170,60.4499497366,38.8222752814,34.0472873429
180,64.0429191767,39.6056462404,36.4104281924
190,65.667815515,41.3494420272,37.7495961817
