Time(Iteration),CLUB,SCLUB,LinUCB
0,2.13852188069,2.13852188069,4.14216827014
10,32.9932507441,32.9932507441,11.6603723066
20,48.5499528871,48.5499528871,12.1207815779
30,58.3317239027,58.3317239027,12.2590373769
40,63.4278501289,63.4278501289,12.3629030062
50,68.2409613042,68.2409613042,12.4181786011
60,74.2603725213,74.2603725213,12.4401181138
70,79.7764560134,79.7764560134,12.4548232962
80,85.4171747953,85.4171747953,12.5240749117
90,90.689829715,90.689829715,12.541767559
100,93.4744922833,93.4744922833,12.5529331525
110,96.5757763434,96.5757763434,12.5707947987
120,99.7476629744,99.7476629744,12.5752353574
130,102.237944301,102.237944301,12.5776426536
140,104.372824521,104.372824521,12.6123042645
150,106.398736633,106.398736633,12.6141152385
160,106.934426154,106.934426154,12.6325170383
170,107.659681985,107.659681985,12.6396689317
180,108.373046833,108.373046833,12.6408922373
190,108.986838234,108.986838234,12.6480117615
200,110.597672886,110.597672886,12.6480117615
210,112.156050641,112.156050641,12.6515360138
220,113.563349717,113.563349717,12.6759668928
230,114.932503011,114.932503011,12.6988302608
240,116.290214369,116.290214369,12.7184484437
250,117.452455629,117.452455629,12.7356973611
260,119.094533542,119.094533542,12.7490029737
270,120.330312467,120.330312467,12.754230132
280,121.671076043,121.671076043,12.7561700885
290,122.081789307,122.081789307,12.7589995431
300,122.708444525,122.708444525,12.7592282481
310,123.315132357,123.315132357,12.7648410925
320,124.024865262,124.024865262,12.7782744615
330,124.447520921,124.447520921,12.7782744615
340,125.345503937,125.345503937,12.7925282929
350,125.738018882,125.738018882,12.7933749614
360,126.775302741,126.775302741,12.8047692567
370,127.254755141,127.254755141,12.8047692567
380,127.793180121,127.793180121,12.8094096853
390,127.972555508,127.972555508,12.8196776902
400,128.565636805,128.565636805,12.8196776902
410,128.968677004,128.968677004,12.835044362
420,129.326798835,129.326798835,12.8395287314
430,129.631713556,129.631713556,12.8444600424
440,129.781210163,129.781210163,12.8444600424
450,130.172782534,130.172782534,12.8454096181
460,130.5173535,130.5173535,12.8560581277
470,130.695335482,130.695335482,12.8668031848
480,130.853702419,130.853702419,12.8729025135
490,130.987224616,130.987224616,12.8846011414
500,130.994586916,130.994586916,12.8846011414
510,130.998111168,130.998111168,12.8881253937
520,131.002684365,131.002684365,12.8881253937
530,131.037848616,131.037848616,12.9300244408
540,131.055446548,131.055446548,12.9351168706
550,131.10933017,131.10933017,12.9351168706
560,131.119598175,131.119598175,12.9453848755
570,131.152456723,131.152456723,12.9498539834
580,131.165140232,131.165140232,12.9580147442
590,131.198305823,131.198305823,12.9761847175
600,131.202501442,131.202501442,12.9761847175
610,131.20334811,131.20334811,12.9770313861
620,131.205607685,131.205607685,12.9770313861
630,131.207171328,131.207171328,12.9785950288
640,131.218160016,131.218160016,12.9798183343
650,131.225127556,131.225127556,12.9829700701
660,131.287164706,131.287164706,13.0001951473
670,131.31455809,131.31455809,13.0022848778
680,131.350171266,131.350171266,13.0082757333
690,131.353695518,131.353695518,13.0117999856
700,131.381897364,131.381897364,13.0357244886
710,131.392061092,131.392061092,13.0357244886
720,131.398897242,131.398897242,13.0365988738
730,131.416198264,131.416198264,13.0447771483
740,131.416198264,131.416198264,13.0447771483
750,131.416198264,131.416198264,13.0447771483
760,131.445490741,131.445490741,13.0454341852
770,131.506683728,131.506683728,13.0454341852
780,131.523288341,131.523288341,13.0517195345
790,131.538405959,131.538405959,13.0528536713
800,131.543633117,131.543633117,13.0528536713
810,131.551850765,131.551850765,13.0564412348
820,131.580653655,131.580653655,13.0620908233
830,131.616196563,131.616196563,13.0899337384
840,131.647199723,131.647199723,13.0954360288
850,131.65608084,131.65608084,13.104317146
860,131.674699374,131.674699374,13.105670758
870,131.690093107,131.690093107,13.1068940635
880,131.701438533,131.701438533,13.1133081787
890,131.713721409,131.713721409,13.1206718695
900,131.722560183,131.722560183,13.1224828435
910,131.730714519,131.730714519,13.1260070958
920,131.73898019,131.73898019,13.1311979054
930,131.745298382,131.745298382,13.1328156159
940,131.776184124,131.776184124,13.1339497527
950,131.788806382,131.788806382,13.1358770122
960,131.794204919,131.794204919,13.1412755498
970,131.807222399,131.807222399,13.1461322686
980,131.816886865,131.816886865,13.1469789372
990,131.830912097,131.830912097,13.1504219662
