Time(Iteration),CLUB,SCLUB,LinUCB
0,9.31181088667,7.3026220842,10.0053402908
10,88.960102392,47.7699732459,24.7052371212
20,154.674240324,69.6271833349,26.9554712591
30,200.449205313,88.2337598948,27.7707821091
40,243.640986883,103.064077255,28.4985129713
50,271.006984689,119.945473513,29.0689175086
60,295.900782931,130.926043235,29.5229154155
70,319.583829466,142.830265274,29.7955394014
80,345.137747968,150.297094156,30.2645528573
90,368.696608774,157.877227306,30.6739885804
100,384.251576589,164.910621142,30.9919841108
110,395.11515496,170.959029384,31.224587266
120,412.39676349,176.543258841,31.4442203498
130,430.131166513,181.350292317,31.6168713689
140,442.633904653,186.151031791,31.7526036128
150,458.041392984,192.890682508,31.8672723979
160,469.492987086,198.748663435,31.9593827238
170,479.527633522,206.024814751,32.0682443693
180,487.535448621,210.597999692,32.1149467816
190,496.977963546,215.201772106,32.1592035317
200,503.344825155,219.221719701,32.3162230536
210,505.999208817,221.813344897,32.3571044621
220,511.560097938,225.613922643,32.4602695541
230,517.988346852,230.088112378,32.5830333494
240,522.535277591,233.640483626,32.6221088985
250,526.259157341,236.995095551,32.7586125177
260,529.637721136,239.246013712,32.9098397144
270,534.031065793,242.464827993,32.9659842018
280,537.644835426,245.606632861,33.0853860562
290,540.786105447,248.27318296,33.2059347545
300,543.763313849,250.533031737,33.3804045915
310,546.204682208,252.65977741,33.4273122068
320,548.999776352,254.455182743,33.487009143
330,550.368254154,255.163641731,33.5336142163
340,552.938310304,256.685448965,33.6443946984
350,555.383656534,258.831121102,33.7762284237
360,558.25559241,261.015020883,33.8752284299
370,560.334455726,261.895820784,33.9407381035
380,563.201373967,264.469897567,34.033936726
390,565.824157738,267.160880337,34.0776449571
400,567.90836869,269.367791209,34.1518090425
410,571.194792967,271.699028198,34.2066806001
420,574.195500224,273.256212566,34.3368685341
430,576.595797208,275.245874556,34.4070662679
440,578.860743078,276.996746115,34.5122340025
450,581.483252463,279.480030541,34.5812526321
460,583.290783894,281.104725217,34.6188249342
470,586.694546514,284.582537924,34.7206170316
480,588.878659286,287.06607171,34.8095264799
490,592.177887653,290.451220399,34.8979390537
500,594.576911691,292.901418892,34.9481991135
510,597.829964592,295.147110393,35.0724870588
520,599.6832268,297.307534359,35.1174005044
530,602.388437811,299.747525861,35.1691902565
540,603.974964859,302.017491009,35.1872858804
550,604.962730537,303.655811023,35.2981901254
560,607.290804998,305.146583167,35.3451775862
570,609.219057417,306.576378132,35.3714908694
580,611.703431689,308.705551176,35.3866723899
590,613.731358402,309.769340475,35.4514784688
600,616.341020861,311.250748851,35.4884790968
610,619.683962707,312.708505988,35.546855777
620,621.775899411,314.195992562,35.5961363992
630,623.309871329,315.984977249,35.6203624901
640,625.073322492,317.171380475,35.6597198646
650,626.165185674,318.353573487,35.6820401518
660,627.868373149,319.462217038,35.7188652154
670,629.52355963,320.287740752,35.7420753951
680,631.02353953,321.6396438,35.82449038
690,631.901317717,323.232829104,35.8966768013
700,633.402263906,324.719049121,35.9917564058
710,635.605661878,326.20192079,36.0250109823
720,637.090212873,327.603257035,36.0393509684
730,639.240776278,329.259567195,36.0443725289
740,640.886258856,331.018309733,36.1324377403
750,642.757493354,332.537695405,36.1628408781
760,644.642090759,334.530503815,36.1845178251
770,645.950056666,336.447341306,36.2027178085
780,647.889237026,338.666843854,36.2213196716
790,649.871949966,341.817887964,36.3215446431
800,651.866319185,343.977373454,36.3678936062
810,653.999539156,346.218514004,36.3963839117
820,656.354828715,348.325753084,36.4487705287
830,658.119255371,350.963215784,36.5393718392
840,660.165056998,352.868356318,36.566379811
850,661.898481702,354.732446927,36.625343365
860,663.562819184,357.157804499,36.6380565011
870,665.094191272,358.214555095,36.6735866157
880,666.599685986,359.671186193,36.740227724
890,668.411043364,361.533005785,36.7582470089
900,670.350081849,362.938933514,36.7930075875
910,671.818600619,364.487851293,36.8282274589
920,672.85270513,365.959292326,36.8495284
930,674.200986086,367.435352501,36.8677987925
940,676.293920789,369.29954091,36.8790995257
950,678.143007112,371.073222743,36.8870213548
960,679.733635789,372.570557983,36.9015834479
970,681.52124577,373.813830349,36.9713540693
980,682.563952007,374.708063024,36.9983806747
990,684.323558034,376.08513194,36.9990750933
1000,686.903448498,377.848243416,37.0244952237
1010,689.109573029,378.966979322,37.044948373
1020,691.72429624,380.006531458,37.060770019
1030,694.010037546,381.215568564,37.0718455931
1040,695.741995935,382.087375206,37.0968426434
1050,698.205169651,383.623528062,37.1187127295
1060,700.915642673,385.132336131,37.1768958536
1070,703.741641552,387.110323942,37.1874598545
1080,705.848689395,388.654803411,37.2302561093
1090,708.729852936,390.105834262,37.2814331231
1100,710.339411573,391.315082345,37.304073674
1110,712.514858482,392.608520693,37.3412687138
1120,714.576949256,393.897406368,37.3989770759
1130,716.907945748,395.074683154,37.4162003554
1140,719.480958011,396.310646609,37.480823241
1150,721.299084739,397.398143367,37.5495380958
1160,723.872838498,398.816514687,37.5691637481
1170,726.031905747,399.90739604,37.5735631359
1180,728.465375614,401.951623452,37.5975737838
1190,730.742212138,403.657080937,37.606173138
1200,732.911854116,404.820883542,37.6325053662
1210,734.998395953,406.181371678,37.7000796739
1220,737.240818389,407.328639437,37.7278277891
1230,739.383642106,408.908927931,37.7777913332
1240,741.911917163,410.263728916,37.822715301
1250,743.644328593,411.220387631,37.8339623735
1260,745.900147362,412.745625621,37.8495114631
1270,748.915087981,414.587661401,37.8675608966
1280,750.018403441,415.259189331,37.9035639449
1290,751.899436713,416.489874085,37.9387811741
1300,754.277271277,418.082054236,37.9427333073
1310,756.307542121,419.188887982,37.9599630538
1320,758.040401201,419.937064326,37.9706318712
1330,759.623668872,421.082370087,37.9770770019
1340,760.847459144,421.673107771,38.0114513734
1350,763.474359804,423.239686016,38.0579799284
1360,765.489503608,424.64114445,38.0657505462
1370,767.838784503,426.178050125,38.0810899209
1380,769.729346852,427.327791306,38.0924842214
1390,771.626067973,428.660984171,38.1090150041
1400,774.134231487,430.465349221,38.1400016545
1410,775.960743423,432.487161976,38.1423123304
1420,778.220499805,434.221605798,38.1797694598
1430,780.090711292,435.53988719,38.2112390217
1440,782.674110864,437.576002154,38.217145055
1450,784.729343115,438.558830181,38.2357980961
1460,786.29563817,439.427057117,38.2566533857
1470,787.415032019,440.039698695,38.2747400038
1480,789.459382031,441.176687852,38.3010125121
1490,791.493165022,442.29428079,38.3097897392
1500,793.246504506,443.38646622,38.3842383146
