0,0.0808988797307,0.0808988797307,0.0808988797307
10,1.15380865876,1.35358220258,1.17965807413
20,2.20097197683,2.20545586502,2.04183717596
30,3.29221063903,3.23223887361,3.04969385218
40,4.58450544875,4.60549246729,3.85073728919
50,6.08031428174,6.0337436047,4.68969795622
60,7.02571602097,6.900594591,5.6961549617
70,7.89415585061,7.99436600808,6.49171097102
80,8.88692788947,8.94809919441,6.94092995352
90,9.94279987476,10.3972460722,7.91833410048
100,10.8084087259,11.068874722,8.97406591559
110,11.9293771711,11.9556668966,9.75107344338
120,12.9920821388,13.0205009581,10.5746981151
130,14.1614482949,13.7236372099,11.5051141791
140,15.1844861722,14.5889395636,12.2667919267
150,16.2636637848,15.4591375871,12.7828922261
160,17.5069825589,16.5250668407,13.4922489559
170,18.6183835134,17.5668645918,14.0908556367
180,19.7951983914,18.3641431946,14.5093845098
190,20.8105397699,19.7403164871,15.2869487862
200,21.9557911699,20.6925085443,15.5807491044
210,22.8085407233,21.6357910939,15.8086179049
220,24.0301859466,22.5876159294,16.3309290699
230,25.5258712671,23.1565434992,16.7100880053
240,26.1763726567,24.2045352093,16.9542563222
250,26.8224533571,25.1108468981,17.0242634483
260,27.8363698913,25.5077815656,17.2307110945
270,28.5895591778,26.5843642202,17.665798957
280,29.8631573563,26.943578432,18.0748452071
290,31.4349312073,27.3996595935,18.6535447919
300,32.5024940155,28.5835162126,18.8131597044
310,33.3514561926,29.5179724821,19.1722552725
320,34.3986539819,30.220561729,19.4673320557
330,35.4541765344,30.8533082049,19.8420431925
340,36.7001937973,32.0153266535,20.2536305307
350,37.7313256792,33.1773073394,20.3966836407
360,38.8295228144,34.0124627858,20.7297979402
370,39.6618905307,35.0507246125,21.0144355176
380,40.4942078118,35.545588221,21.2639118875
390,41.8612909826,36.9329545722,21.3268018196
400,42.9420575616,37.8101028711,21.7319153167
410,43.9006968475,38.6959801889,21.9184901321
420,45.0224199381,39.817950084,22.177664217
430,46.0897187569,40.9478176124,22.3138367059
440,47.1494974066,41.8938831222,22.5108698515
450,48.1005713008,42.7095872696,22.8278046745
460,49.2658295495,43.2825604959,23.0092323264
470,50.0884231418,44.1678248698,23.2114063583
480,50.70207456,44.8788315781,23.6339048759
490,51.9559780401,45.6471467709,23.9127321769
500,53.2150818639,46.7085167788,24.0080940453
510,54.0646545371,47.843221985,24.1923021193
520,55.4121631477,48.68221124,24.433426744
530,56.4214946036,49.7999087213,24.586784057
540,57.1784602437,50.3668988234,24.7349252605
550,58.0932803532,51.0365362294,24.8840042948
560,58.7849513325,51.5304499909,25.0602144726
570,59.8996793504,52.3767846743,25.2270509761
580,60.8017801217,53.5068435719,25.2854713821
590,61.9406409018,54.1149736588,25.4848761678
600,62.7178650574,54.6265758173,25.5876913583
610,64.0568598137,55.4049177137,25.8325342764
620,65.1136935953,56.2120541578,26.0186042766
630,66.3796705196,56.5515283347,26.091874548
640,67.1497782039,57.3534592096,26.2312277439
650,68.0698946726,58.117032451,26.452204051
660,69.1816337132,58.9973092408,26.8567472763
670,70.2165017438,59.805127952,27.068064066
680,71.2273398552,60.776753461,27.3808768092
690,72.1124787569,61.5740356435,27.5655104771
700,73.4231030203,62.5167616229,27.66689398
710,74.4227344125,63.573486025,27.8288136927
720,75.551897817,64.7837431552,27.9548873148
730,76.7272299844,65.6560110657,28.1997259761
740,77.608138892,66.7240617489,28.3513868114
750,78.2990768206,67.3136399481,28.4504121755
760,79.2781598311,67.7971572952,28.5819780954
770,80.1574479023,68.3671324441,28.7926322576
780,81.1028880571,69.2127094192,29.4029149412
790,81.9796627906,69.80460891,29.5249316663
800,82.99751536,70.8591349666,29.6704832702
810,83.6223004836,71.6228645726,29.8803266419
820,85.0380144318,72.5088022542,30.0159415853
830,85.9957572874,73.4222721342,30.1143777891
840,86.9743237446,74.0993985153,30.4492376983
850,88.0276733552,74.9028195524,30.5604207677
860,88.9577074603,75.459304892,30.6471975565
870,89.6964635283,75.8837325215,30.7905168197
880,90.5981621544,76.632997234,31.0076596768
890,92.0301225848,77.2752666557,31.1801447034
900,93.0888145871,77.9224208401,31.2757111748
910,93.8228762288,78.6079404236,31.4027358885
920,94.9990685209,79.6696839455,31.6502859599
930,95.9941403888,80.2567656396,31.8219212456
940,97.2548001703,81.0716589718,31.8696667616
950,98.2529074977,81.8115798253,31.9574836845
960,99.201138878,82.0623378543,32.2027843449
970,100.649681141,82.9029386707,32.3190439399
980,101.827123863,83.7429104115,32.5741769884
990,102.778505392,84.4245896061,32.8827197646
1000,104.034832645,85.3718828384,33.0358547156
1010,105.400229808,86.1517455088,33.1170942708
1020,106.515655409,86.8192920564,33.220835318
1030,107.896308448,87.7000259592,33.4152379647
1040,109.106360169,88.3501080354,33.4848677368
1050,109.990124819,88.7906437989,33.7460376311
1060,111.113605774,89.3208287369,33.8545496407
1070,112.458469906,89.8203183311,33.9186054994
1080,113.729665842,90.5405450463,34.0028529138
1090,114.821527934,91.3457531887,34.0424036945
1100,115.866307285,91.7069476349,34.0891212487
1110,116.761674835,92.6731746049,34.1700201285
1120,117.960458178,93.8538158338,34.3004356833
1130,119.337788369,94.7377371015,34.4106230044
1140,120.691912751,95.9984619282,34.4106230044
1150,121.747354954,96.8762421344,34.4347559568
1160,122.655432192,97.9137730335,34.5113483734
1170,123.479900257,98.3018006442,34.7748115252
1180,124.203567107,98.8460109391,34.9840187715
1190,125.146676399,99.8187771381,35.0404434167
1200,126.58020852,100.496329202,35.2218344332
1210,127.600099758,100.929015701,35.3397694987
1220,128.694870841,101.652009019,35.4421604087
1230,129.772116185,102.568594049,35.4786983727
1240,130.748797638,103.040445299,35.5254242441
1250,131.727024434,103.453694414,35.6884020633
1260,132.532773595,104.052994338,35.7995579993
1270,133.399311917,104.889957765,35.8766779953
1280,134.278664452,105.977873665,35.9507139309
1290,135.33823648,107.051851693,36.0617088413
1300,136.253081502,107.803844625,36.1347593139
1310,137.534953363,108.854818907,36.2565818174
1320,138.469647044,110.006965112,36.4157851311
1330,139.429630459,111.079646192,36.4855746297
1340,140.635141167,112.282142244,36.5679075118
1350,141.523389205,113.278626392,36.6922233913
1360,142.563206692,114.264896884,36.7411286716
1370,143.419957669,115.399066171,36.8094659102
1380,144.375410867,116.113894733,36.8670034965
1390,145.485704708,117.228278878,36.903505395
1400,146.740865635,118.641385042,36.9854377871
1410,147.982060696,119.79993185,37.0394199142
1420,149.137329197,120.821156511,37.0583429406
1430,149.906962646,121.55475212,37.3299772627
1440,150.951634925,122.512956055,37.5776341983
1450,151.92479442,123.146645466,37.6922219337
1460,153.116969892,124.004572407,37.7101553056
1470,154.110379405,124.753361279,37.772925919
1480,155.13184516,125.580317344,37.8009622833
1490,155.894843086,126.11305495,37.9251704522
1500,156.768500008,126.43301691,38.0235844067
1510,157.668658558,126.796184641,38.1119341559
1520,158.816795657,127.197472962,38.2177900355
1530,159.999290374,127.748668348,38.3007327327
1540,161.144277295,128.376270381,38.4332069542
1550,162.048448385,128.810585754,38.6323333804
1560,163.155099964,129.622458316,38.8326186778
1570,164.346792349,129.99232624,38.8597985444
1580,165.416390604,131.220524452,38.8822854466
1590,166.477695461,131.857907564,38.9666664794
1600,167.50896857,132.776359008,38.9859975129
1610,168.447747196,133.739000467,39.1007453186
1620,169.49158117,134.300419291,39.1052988489
1630,170.448036463,134.972279556,39.2321599838
1640,171.276365837,135.49893171,39.3256138985
1650,172.336334168,136.000308864,39.3714610894
1660,173.392817161,136.979318595,39.4522439315
1670,174.649683653,137.613602937,39.6420259646
1680,175.576987225,138.612564563,39.7528344255
1690,176.577799047,139.315580349,39.8253036712
1700,177.553747105,140.052393496,39.9108058148
1710,178.812455249,141.106923428,40.0085609835
1720,179.812495946,141.713378073,40.0085609835
1730,180.773777705,142.161432083,40.0570646947
1740,182.03079088,142.744288596,40.0866504988
1750,183.142374335,143.911253786,40.0912040291
1760,184.160247514,144.366012615,40.2129710139
1770,184.936230544,145.02190486,40.3172753058
1780,185.808767973,146.156931738,40.351572214
1790,186.98945789,146.613832763,40.4081445748
1800,187.766380729,147.148273935,40.4827983214
1810,188.96868278,148.078789579,40.5350973677
1820,190.280720416,148.557730277,40.6119763989
1830,191.507097236,149.591088127,40.7755416902
1840,192.504082029,150.246795917,40.8274904461
1850,193.552094256,151.536108592,40.9197316674
1860,194.596636471,152.144091388,40.9849399105
1870,195.951074179,153.306904123,40.9849399105
1880,196.766697072,154.001601532,41.263818149
1890,197.774658627,154.9386335,41.314764049
1900,198.861058881,155.840621165,41.4494606996
1910,200.101844636,156.787723867,41.6472234853
1920,201.357585237,158.004862195,41.6870332624
1930,202.439497512,158.653835226,41.7390520929
1940,203.460020158,159.506323512,41.7822458287
1950,204.883055886,160.432706194,41.869889732
1960,206.217041848,160.897024661,41.9432166651
1970,207.314774967,161.586995244,42.0032130189
1980,207.992687167,162.625470048,42.1015081855
1990,209.289077091,163.174443339,42.1920163342
2000,210.300446866,164.178936863,42.3037615173
2010,211.322455924,165.146172512,42.5892718613
2020,212.295627787,166.246820112,42.8185442307
2030,213.336756484,167.493233277,42.823097761
2040,214.813295092,168.604302648,42.9075245366
2050,215.840691724,169.594193505,43.0775586698
2060,217.02249724,170.572894887,43.1829063179
2070,217.745185639,171.381634346,43.2851203476
2080,218.950775392,172.326443464,43.5027621467
2090,220.023232346,173.585815259,43.5673091124
2100,220.820963865,174.325178963,43.5673091124
2110,222.011419143,175.29900599,43.6905745828
2120,223.322738457,176.723785292,43.797799574
2130,224.30458725,177.514196005,43.9027957026
2140,225.16433517,178.722331238,43.9201766444
2150,225.78284039,179.301348971,43.9588168499
2160,227.188378668,180.725803458,43.9754368564
2170,228.280160475,181.65791399,44.0252863352
2180,229.190395381,182.681151968,44.1970858212
2190,230.120013198,183.082470298,44.2489116419
2200,231.399972075,183.65094328,44.2598491535
2210,232.948239982,184.354287153,44.2772300953
2220,233.917061028,184.755621667,44.3036964232
2230,235.15373601,185.391480648,44.3827200678
2240,236.299061339,185.993730143,44.4183963676
2250,237.400858256,186.511425045,44.5885826282
2260,238.872042496,186.993522301,44.6326922997
