Time(Iteration),CLUB,SCLUB,LinUCB
0,4.4359912662,5.28252091774,4.33047721252
10,43.9309550448,46.0992943885,31.6638457119
20,82.3302301384,77.0346621167,48.0660039563
30,115.112276384,103.544544891,57.6550259502
40,137.904985581,119.255137111,64.1877521378
50,160.424738763,132.547641221,68.5732432872
60,181.408341215,142.635068895,73.3562848149
70,194.830386534,150.701635797,76.764534619
80,207.110895331,156.813192608,80.5612455766
90,218.458226254,161.229515925,83.0285969589
100,225.850459907,166.26788883,85.4907660584
110,234.220529105,170.922857348,87.3925886608
120,240.380184433,174.367394177,89.1555670793
130,246.98850084,179.630132204,91.4202173907
140,251.885122206,183.672886583,93.0688611744
150,257.038825459,187.60629617,95.1290595652
160,261.834324399,191.04314181,96.8313680107
170,265.4191321,194.266062285,98.4817984927
180,267.754190085,197.098132028,99.7843562128
190,270.107124253,199.088871469,101.000888548
