Time(Iteration),CLUB,LinUCB
0,0.167712193187,0.167712193187
10,5.70538270202,4.92458133046
20,8.75671571895,10.0762267947
30,12.8699509268,13.5195283602
40,15.6050422177,17.226733795
50,19.2566666139,20.102860211
60,23.9845643897,23.9912591966
70,28.8220051451,27.4525144295
80,32.642137545,30.8567258172
90,36.555804804,35.4748588054
100,42.1490047285,40.4753559112
110,44.9972674681,45.5166123893
120,49.4532657702,48.5466123244
130,53.8630231933,53.5829206646
140,55.5704935421,56.3565925742
150,58.2402711116,59.4645284857
160,62.6338875008,64.0102248816
170,65.4982834508,66.7864472724
180,67.8420094095,69.4528516739
190,70.6786247901,72.8627542755
200,73.230982097,75.4781563378
210,77.2306162512,78.2969415078
220,79.2488051819,81.933982766
230,83.510003728,84.5005124725
240,87.5065379741,87.396415731
250,90.3785061437,89.2513166473
260,93.5634016085,92.0135985212
270,98.0249240206,94.9588832121
280,101.66762447,99.3636368367
290,103.956612366,102.264258453
300,106.860796531,105.083043551
310,111.64910134,109.186776117
320,115.793581142,113.091031613
330,118.818237925,115.730062917
340,121.990954976,118.47399746
350,124.468496193,120.961364728
360,126.532682267,125.100599654
370,129.386473314,127.719216433
380,132.054010171,130.574864624
390,136.199179971,133.590902963
400,140.408669223,137.528480035
410,144.107808465,141.464357534
420,147.250707298,145.35389241
430,149.809425949,149.114743356
440,152.519326333,151.389699254
450,155.685792991,155.220217881
460,158.078239742,157.891140514
470,161.483531321,160.710359291
480,165.612585949,162.447979183
490,168.29917445,165.487791936
