Time(Iteration),CLUB,LinUCB
0,1.37770181987,2.72233933997
10,23.3780640192,8.06664240074
20,43.5797894924,8.54765229516
30,65.2270863025,8.95670931559
40,81.2623000255,8.98630681446
50,105.84802839,9.06359507623
60,126.390599233,9.07676562074
70,140.748221787,9.12841382603
80,152.596362776,9.20500048114
90,161.122957837,9.23140744972
100,168.439130604,9.24181034795
110,173.069013241,9.27213614465
120,177.545439857,9.31523061492
130,183.150815717,9.31809909073
140,187.676485718,9.32702907437
150,191.970231728,9.33534638161
160,195.913729414,9.34196352628
170,199.696795987,9.37460515718
180,204.34752034,9.37809583349
190,207.918341372,9.37809583349
200,212.113079878,9.42582426711
210,214.901816805,9.42605953613
220,219.037121205,9.45137566857
230,221.77265306,9.45394018816
240,226.657905426,9.48239246986
250,229.991633522,9.48239246986
260,232.249897524,9.49258228712
270,235.302745098,9.57252719723
280,238.191655305,9.58841879325
290,241.566882669,9.59031161202
300,244.964201863,9.69680438793
310,247.949024912,9.70055007258
320,252.043387793,9.70960540802
330,255.616600668,9.71466184247
340,258.961325944,9.71947477719
350,261.533656591,9.72567513992
360,267.305650827,9.7265221026
370,269.85549878,9.73597670323
380,273.647585012,9.73769835842
390,276.009241207,9.74645465791
400,278.172361948,9.74889277386
410,279.994932951,9.77155285165
420,282.22215589,9.77156776607
430,283.785547919,9.80055833195
440,285.767930796,9.80055833195
450,287.593237917,9.85581587829
460,289.540488328,9.86658747773
470,291.070368558,9.88321716076
480,291.734754404,9.88321716076
490,293.055776294,9.8933855303
500,294.10381826,9.89510179431
510,295.620766773,9.92752229057
520,296.65358563,9.92953379618
530,297.760919607,9.93035022747
540,298.391322537,9.93537033023
550,298.898758633,9.93703442674
560,300.085226254,9.93959894634
570,300.653713794,9.9971402943
580,301.074271897,10.0071184628
590,301.300519744,10.0085342984
600,301.463246197,10.0085342984
610,301.899471671,10.0154691079
620,302.063687341,10.0154691079
630,302.630842031,10.0271524521
640,303.182341926,10.0352667189
650,303.300058876,10.0467960259
660,303.449754389,10.0467960259
670,303.597616001,10.0549682641
680,303.977741407,10.057216148
690,304.138484798,10.0705218715
700,304.338483896,10.0708824779
710,304.503335055,10.0708824779
720,304.622709756,10.0734025067
730,305.045194128,10.0755606244
740,305.163603249,10.0789571923
750,305.772148467,10.0806734563
760,305.885160209,10.0833455501
770,306.108591641,10.0896219693
780,306.879350947,10.0941821244
790,307.094468265,10.0958983884
800,307.507075797,10.0958983884
810,307.969634513,10.1032385784
820,308.442040381,10.1032385784
830,309.028596743,10.1116495213
840,309.30822877,10.1116495213
850,309.68758259,10.1190878959
860,310.160528269,10.1624585428
870,310.310447093,10.1640767757
880,310.434205707,10.164908824
890,310.848416287,10.1653354343
900,310.893078465,10.1672774149
910,310.956351696,10.1744443612
920,311.1505498,10.1748858859
930,311.448663908,10.176912306
940,311.680139987,10.1800032365
950,311.894125676,10.1800181509
960,312.212419802,10.1936461886
970,312.273171107,10.200639639
980,312.328550779,10.206262119
990,312.494818964,10.2126610091
Time(Iteration),CLUB,LinUCB
0,3.91079891268,5.32609688508
10,36.6809769652,11.1673971188
20,60.6984934854,11.5097004335
30,79.4847796155,11.6426427119
40,96.712102861,11.7093779924
50,110.299089632,11.7175876425
60,123.532628971,12.070020447
70,132.538828954,12.1214744626
80,136.161090582,12.1990707484
90,141.597274211,12.267802569
100,147.735366371,12.3609721076
110,154.09344181,12.3924234322
120,159.343974927,12.3956488881
130,164.486555202,12.4056090299
140,168.527902191,12.5990407948
150,171.609730715,12.617379393
160,174.528180932,12.617872208
170,177.343766548,12.6271073134
180,180.063206057,12.6323934331
190,181.927376969,12.6363425646
200,184.101144811,13.1921717804
210,185.219827133,13.2857179884
220,185.821605298,13.2913306697
230,186.698100153,13.3470081837
240,187.545090183,13.3535746278
250,188.221599648,13.3536904933
260,188.584552574,13.3657575043
270,189.383067216,13.3703111457
280,190.155276029,13.4180871435
290,191.029341344,13.4858037229
300,191.585458625,13.4862965379
310,192.19890184,13.5160287704
320,193.011444858,13.5180087571
330,193.635314224,13.5180087571
340,194.110355573,13.5180087571
350,194.673103708,13.5221503693
360,195.234884374,13.5284304763
370,195.676087778,13.5530278959
380,195.78451496,13.5530278959
390,196.410600321,13.5537174859
400,197.075207529,13.5548710444
410,197.35270479,13.5957301424
