Time(Iteration),CLUB,LinUCB
420,197.756631415,13.6114729593
430,198.291272228,13.6202876207
440,198.653744312,13.6504117875
450,198.955845993,13.6548492358
460,199.199682261,13.6696068677
470,199.653106156,13.6700996827
480,199.984076933,13.6700996827
490,200.360662042,13.6753227229
500,200.48545904,13.6753227229
510,200.898686092,13.6753227229
520,201.073116641,13.6764762814
530,201.527204966,13.6791504145
540,201.739493259,13.6791504145
550,202.055629421,13.6796432295
560,202.069351643,13.6796632488
570,202.360185356,13.6828887046
580,202.703938884,13.7002951655
590,202.979495688,13.7002951655
600,203.158333145,13.7002951655
610,203.388561865,13.705028824
620,203.692400598,13.7642779041
630,203.933938688,13.7642779041
640,204.036798,13.7642779041
650,204.188018905,13.7642779041
660,204.705417725,13.7804350434
670,204.930284847,13.7903319649
680,205.125695876,13.7967828767
690,205.136608577,13.7967828767
700,205.398572993,13.8173794363
710,205.557397094,13.8180690263
720,205.597114413,13.8180690263
730,205.815285369,13.838863353
740,206.065310854,13.8393761873
750,206.160560501,13.854487517
760,206.467209482,13.9011803393
770,206.677172897,13.90506441
780,206.869554876,13.905557225
790,206.907587856,13.9283605238
800,207.119729609,13.9356936384
810,207.335286573,13.9356936384
820,207.472949838,13.9356936384
830,207.802444619,13.9356936384
840,207.865073574,13.9356936384
850,208.119172731,13.9467356221
860,208.431864594,13.9492683606
870,208.548556624,13.9492683606
880,208.713861385,13.9510250238
890,208.826153611,13.9511408892
900,208.902621238,13.9531208759
910,209.068822113,13.9644081165
920,209.261749606,13.9644281358
930,209.384003191,13.9644281358
940,209.566566115,13.9649209508
950,209.717403553,13.9661486299
960,209.968936017,14.0228921325
970,210.18680273,14.0230079979
980,210.301754905,14.0262334538
990,210.428265475,14.0436182721
