Time(Iteration),CLUB,LinUCB
0,0.432958330841,0.564462969793
10,1.09109715912,3.4600701022
20,1.84583111477,4.69296676306
30,2.91998941305,6.20478148175
40,4.23888916592,8.64859799572
50,5.99644155079,10.7390253517
60,6.24601452641,12.3027748763
70,7.71858184334,15.1638265689
80,9.58481991626,16.8255891238
90,10.8611848316,19.3567859991
100,12.841171543,22.3463531821
110,14.3654626439,25.1330298228
120,16.0562897628,28.5322032314
130,17.2603687056,30.1615377154
140,18.0841550651,32.6923745824
150,19.3021569199,34.3191930829
160,20.489223629,36.076739056
170,21.573355687,38.7134815156
180,22.5548057884,41.2090282182
190,23.3677502604,43.5022696866
200,26.6580995853,46.1550921675
210,29.5607917937,48.0373483433
220,30.8327881441,49.878177489
230,33.5751966213,52.3722614765
240,37.2234369073,56.3984051475
250,38.2670815509,58.7858455858
260,41.0703467375,60.5090404303
270,43.5446103129,62.6723821757
280,46.8848057042,65.4982585687
290,49.9192398802,67.5628728018
300,53.154148313,70.5335787082
310,56.0815337708,71.9081064584
320,58.8642926413,74.3773310535
330,61.8253319715,75.9191715346
340,63.7746640473,77.8751106802
350,66.4404802248,78.9764436544
360,68.495993269,79.9162704908
370,70.613547482,82.5975931928
380,72.7238342637,84.5378478298
390,75.1997502393,87.4218630946
400,77.8085879346,89.7306998783
410,80.8643692409,91.4618867154
420,83.6078987593,93.87911837
430,85.2763923138,95.4193661326
440,87.9697106205,97.9206798489
450,89.5174434128,100.329486877
460,90.7200703107,101.935734591
470,93.2488912574,103.016109851
480,95.7289883604,105.695937935
490,99.5883106058,108.250811242
500,101.657886918,109.996588953
510,103.418834022,112.230943217
520,105.668435342,114.646129977
530,108.41717166,117.441199391
540,110.115767109,118.350023394
550,113.156433342,120.622545417
560,115.546302158,121.468749555
570,117.340813772,123.549312319
580,119.395958675,124.891862694
590,121.863431305,127.687402551
600,123.920997467,129.304472047
610,126.277853909,131.439976014
620,128.076666542,133.120490836
630,130.360255682,134.848900677
640,132.364213984,137.195231486
650,134.991859299,138.615753058
660,137.639857466,140.597225413
670,139.2798521,141.85844453
680,143.109880751,143.912251913
690,144.718836163,145.991035105
700,147.002842659,147.364348926
710,148.915134649,149.082752951
720,150.5035992,149.965534047
730,153.200836093,151.256324274
740,156.042569793,153.426459207
750,159.080388057,155.173377377
760,162.31471563,157.772523684
770,164.645786404,160.081374276
780,166.465877968,161.288649523
790,168.447115787,162.245186998
800,171.234448246,163.413486956
810,174.598651758,166.507248648
820,176.993633315,167.558481209
830,180.120537584,169.527957682
840,182.394099507,170.868027778
850,185.059758877,171.834704458
860,187.9303712,173.913230926
870,190.871533346,174.872885467
880,192.823554724,176.452097551
890,196.036807318,177.962797316
900,198.559694221,179.267959228
910,201.902192187,180.790420311
920,203.611843094,181.887914225
930,205.261879304,183.305291613
940,207.019932202,185.764904389
950,209.338164488,187.243093013
960,211.459962955,188.424138549
970,213.283718386,189.681115558
980,214.648833541,190.997612098
990,217.626438181,192.762494181
