Time(Iteration),CLUB,LinUCB
0,0.635941980198,0.635941980198
10,7.24086158136,6.08773579716
20,9.41655711034,6.77749799668
30,10.1792902527,7.0911265791
40,11.0566061497,7.25506000866
50,11.5160674955,7.35981489103
60,11.8669299495,7.47528893309
70,11.9273182745,7.55029541459
80,12.1221533276,7.64045811815
90,12.3050112962,7.65330686534
100,12.4175632594,7.69825637906
110,12.5639245793,7.74188955115
120,12.7157529344,7.77073787951
130,12.8072069441,7.84045034435
140,12.8891391203,7.85587497815
150,12.9233366711,7.88361524549
160,13.0001127616,7.92944825469
170,13.0813963453,7.95897683074
180,13.1495133117,7.99670329191
190,13.2525457591,8.03004117834
200,13.3808309352,8.07454302458
210,13.4560871374,8.1061466394
220,13.5219621518,8.13615970333
230,13.5972455613,8.1611276964
240,13.6620846446,8.18013652136
250,13.7208577069,8.19179330018
260,13.741859681,8.19694077487
270,13.8340004664,8.22227409195
280,13.8615293393,8.23415914459
290,13.9562037002,8.28997567752
300,14.0130586048,8.29211478005
310,14.0518687595,8.30694369075
320,14.105380443,8.33185730889
330,14.1812270168,8.3686233059
340,14.2434812796,8.39115532058
350,14.2665083064,8.39505049486
360,14.3175526935,8.41036991732
370,14.3925823416,8.43817994469
380,14.4331457092,8.47866149479
390,14.4515650454,8.48644273873
400,14.4901159299,8.49488516108
410,14.5052416429,8.50895273632
420,14.5563807525,8.51752501385
430,14.6052537137,8.5347869568
440,14.6330708194,8.54372760018
450,14.6749757031,8.57512380325
460,14.6923017843,8.57972774853
470,14.7353355255,8.61066303783
480,14.7510627299,8.61964925719
490,14.780764092,8.62746959872
