Time(Iteration),CLUB,SCLUB,LinUCB
0,3.54266609756,3.54266609756,4.84949148054
10,43.9016287118,43.9016287118,12.0900869841
20,76.5588963533,76.5588963533,12.6658855602
30,86.9876267012,86.9876267012,12.9247837757
40,95.0362623092,95.0362623092,13.0884010323
50,99.5136304434,99.5136304434,13.2216592938
60,100.851946029,100.851946029,13.3149423954
70,102.534473297,102.534473297,13.469783325
80,104.875861305,104.875861305,13.5581137487
90,106.76117338,106.76117338,13.6449914741
100,107.420454942,107.420454942,13.781736026
110,108.205133965,108.205133965,13.8288013649
120,108.598777682,108.598777682,13.8288013649
130,108.868377684,108.868377684,13.8427859491
140,109.091181131,109.091181131,13.8427859491
150,109.698574948,109.698574948,13.8464085182
160,111.118661275,111.118661275,13.8464085182
170,111.797092013,111.797092013,13.8893072888
180,111.890012505,111.890012505,13.8975288577
190,112.520608038,112.520608038,13.9441174146
200,113.090272616,113.090272616,13.9640025048
210,113.869718129,113.869718129,13.9895987684
220,114.483849279,114.483849279,13.9895987684
230,115.384926729,115.384926729,14.0139900016
240,115.705721669,115.705721669,14.0139900016
250,116.275773482,116.275773482,14.0139900016
260,116.544545802,116.544545802,14.0139900016
270,117.152546961,117.152546961,14.0139900016
280,117.528277379,117.528277379,14.0207279386
290,118.304136809,118.304136809,14.0207279386
300,119.007946609,119.007946609,14.0301280787
310,119.227182272,119.227182272,14.0332434466
320,119.97090435,119.97090435,14.0335785519
330,120.371337927,120.371337927,14.0339136572
340,120.504955871,120.504955871,14.0436094876
350,121.024652164,121.024652164,14.0436094876
360,121.418727674,121.418727674,14.0436094876
370,122.001842086,122.001842086,14.0510758407
380,122.107300263,122.107300263,14.051410946
390,122.498714897,122.498714897,14.051410946
400,122.858506466,122.858506466,14.0570032774
410,122.966567044,122.966567044,14.0634007508
420,123.213063803,123.213063803,14.0634007508
430,123.363804525,123.363804525,14.0634007508
440,123.617451196,123.617451196,14.0635128628
450,124.115169042,124.115169042,14.0681436352
460,124.351195308,124.351195308,14.0681436352
470,124.598288469,124.598288469,14.0681436352
480,124.776689041,124.776689041,14.0704284306
490,124.919637193,124.919637193,14.0707241209
500,125.201586133,125.201586133,14.0707241209
510,125.589844625,125.589844625,14.0707241209
520,126.057048244,126.057048244,14.073309681
530,126.38034397,126.38034397,14.0789020124
540,126.652685071,126.652685071,14.08250332
550,126.879975851,126.879975851,14.0850070579
560,127.558445435,127.558445435,14.0850070579
570,128.420408508,128.420408508,14.0850070579
580,129.515769457,129.515769457,14.0886083655
590,130.307431824,130.307431824,14.0886083655
600,132.165003475,132.165003475,14.1089593651
610,132.701525543,132.701525543,14.1307185218
620,133.58465181,133.58465181,14.1382075939
630,133.885544933,133.885544933,14.1759123898
640,134.594894157,134.594894157,14.1795349588
650,134.762214785,134.762214785,14.1821205189
660,135.168252977,135.168252977,14.1919441236
670,135.34705461,135.34705461,14.1990078356
680,135.525100896,135.525100896,14.1990078356
690,135.634647631,135.634647631,14.2100977546
700,135.730906859,135.730906859,14.2103934449
710,135.923011091,135.923011091,14.2103934449
720,136.124128496,136.124128496,14.2103934449
730,136.262217814,136.262217814,14.2103934449
740,136.488428312,136.488428312,14.2166782172
750,136.619570919,136.619570919,14.2166782172
760,137.056256562,137.056256562,14.218661416
770,137.386876395,137.386876395,14.218661416
780,137.631000634,137.631000634,14.218661416
790,137.738474906,137.738474906,14.218661416
800,137.924958649,137.924958649,14.218661416
810,138.162213741,138.162213741,14.218661416
820,138.342463477,138.342463477,14.218661416
830,138.578001055,138.578001055,14.218661416
840,138.804427867,138.804427867,14.218661416
850,138.986612915,138.986612915,14.2189965213
860,139.197397999,139.197397999,14.2194103544
870,139.4375337,139.4375337,14.22220652
880,139.493694746,139.493694746,14.2225416253
890,139.578488215,139.578488215,14.2228767306
900,139.695458339,139.695458339,14.2228767306
910,139.836278941,139.836278941,14.2228767306
920,140.045250144,140.045250144,14.2228767306
930,140.193340636,140.193340636,14.2228767306
940,140.347034246,140.347034246,14.2488847369
950,140.396955527,140.396955527,14.2488847369
960,140.472904809,140.472904809,14.2488847369
970,140.68202253,140.68202253,14.2488847369
980,140.744187323,140.744187323,14.251470297
990,140.744187323,140.744187323,14.251470297
