Time(Iteration),CLUB,SCLUB,LinUCB
Time(Iteration),CLUB,SCLUB,LinUCB
Time(Iteration),CLUB,SCLUB,LinUCB
0,4.67343548409,3.89722163927,4.49670774021
10,34.3097775054,19.0697028105,9.37080879277
20,52.2088617713,25.1128804353,9.62553715039
30,65.5561302429,32.292504421,9.81264236295
40,79.3865843792,37.4630952293,9.94358505128
50,91.6355180812,45.0150128314,10.0549926788
60,99.0872905178,53.6849171334,10.0889008748
70,106.376541411,60.417641595,10.1974840316
80,110.147519041,63.189598075,11.0065080901
90,113.387708113,67.0366779806,11.0398690039
100,116.131739449,70.177116315,11.3200335517
110,118.679083161,73.6493491796,11.3804598235
120,120.232625697,77.8269686085,11.3824535463
130,122.274628434,81.9151402802,11.4049216399
140,124.957894048,83.9197219499,11.4513035736
150,128.413811454,87.4723915257,11.9934449035
160,131.285627996,90.4915698132,11.999625672
170,133.738036864,93.0672007063,12.0261800364
180,136.399318857,96.3268892351,12.070030862
190,140.007369047,99.2339606746,12.0996548039
